"","Albania","Algeria","Angola","Antigua and Barbuda","Argentina","Australia","Austria","Bangladesh","Barbados","Belgium","Benin","Bolivia","Bosnia and Herzegovina","Brazil","Bulgaria","Burkina Faso","Cambodia","Cameroon","Canada","Central African Republic","Chad","China","Colombia","Congo","Cote d'Ivoire","Croatia","Cuba","Denmark","Djibouti","Dominica","Dominican Republic","Egypt","Ethiopia","France","Gabon","Germany","Ghana","Greece","Grenada","Guinea","Guinea-Bissau","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Japan","Jordan","Kenya","Kuwait","Laos","Lesotho","Luxembourg","Madagascar","Malawi","Malaysia","Mali","Mauritania","Mauritius","Mexico","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Netherlands","Niger","Nigeria","Norway","Pakistan","Paraguay","Peru","Philippines","Portugal","Romania","Russia","Rwanda","Saint Lucia","Saudi Arabia","Senegal","Serbia","Slovakia","Slovenia","South Africa","South Korea","Spain","Sri Lanka","Sweden","Switzerland","Syria","Tanzania","Thailand","The Gambia","Togo","Trinidad and Tobago","Tunisia","Turkey","Uganda","Ukraine","United Kingdom","United States","Uruguay","Venezuela","Vietnam","Zambia","Zimbabwe"
"Shellfish","0.022575504","0.001054692","0.001227197","0.092711935","0.028835367","0.099502423","0.026635405","0.016199227","0.018801939","0.043369907","0.005478321","0.000228489","0.001784691","0.008869984","0.007691091","6.02663E-05","0.031881394","0.018579075","0.094659843","0.000113713","0","0.17466728","0.003340178","0.001328105","0.001034773","0.035378662","0.004087642","0.048540159","0.001006952","0.003989628","0.010872411","0.005990204","0","0.118412068","0.001626729","0.018454957","0.000244814","0.061464026","0.009450767","0","0.000345791","0.002368801","0.189044456","0.005687094","0.063655114","0.002836375","0.000357445","0.012212029","0.187805691","0.001506577","0.00018536","0.021828191","0","0.00036817","0.06942897","0.006036364","0","0.098039432","0.000460208","0.015829248","0.049907713","0.045722701","0.000119559","0.022459661","0.003710521","0.005282168","0.000519231","0.010443716","0.059591785","0","0.002223082","0.127304547","0.000728812","0.000614234","0.013336068","0.032645336","0.150823273","0.008213523","0.018398171","0","0.035741809","0.004173331","0.009570984","0.002068684","0.001246004","0.026958419","0.005809173","0.253649709","0.127161648","0.012106845","0.099322038","0.043518411","0","0.000949083","0.045085851","0.009145613","5.9889E-05","0.03141678","0.009542866","0.004126616","0","0.006323856","0.042812454","0.130274358","0.00705026","0.009162427","0.103810934","0.000128229","0"
"Eggs","0.001358487","0.00038288","6.23977E-06","0.000177394","0.001473165","0.000461333","0.000825467","0.000345305","0.000502201","0.000577089","8.89216E-05","0.000704195","0.000309842","0.001100579","0.000638669","0.000121708","0.000110341","3.08904E-05","0.001431967","2.42517E-05","2.34301E-05","0.001126579","0.001302218","3.40575E-05","9.97247E-05","0.000418692","0.000571017","0.000888945","0.000199979","0.000205991","0.001012682","0.000301255","3.45066E-05","0.001136087","5.63109E-05","0.001281542","9.54009E-05","0.000555628","0.000594431","0.00018069","0.000131846","0.000783033","0.000653172","0.000314194","0.001478002","0.000809315","0.000660632","0.000461922","0.002097689","0.000529189","8.5252E-05","0.000815594","0.000160692","4.75364E-05","0.00091826","3.35874E-05","5.95112E-05","0.001624542","4.47331E-05","0.000316536","0.000374523","0.001981911","0.000304463","0.000589156","0.00050347","0.000105098","0.000528556","6.48891E-05","0.00167446","1.42219E-05","0.000165238","0.000667923","0.000301223","0.001074408","0.001002395","0.00044446","0.001018276","0.001219548","0.000928735","3.99197E-05","0.000218331","0.000440543","0.000202798","0.000621253","0.001029176","0.000543686","0.000563216","0.001320892","0.000816792","0.000304042","0.001353566","0.000874922","0.00032509","0.000101657","0.000680962","5.41077E-05","0.000118376","0.000191937","0.000433045","0.000587474","9.09281E-05","0.000976608","0.000627016","0.00089699","0.000636694","0.0002988","0.000174726","0.000334338","7.60071E-05"
"Total Salt","0.077788645","0.051404432","0.057750423","0.033773215","0.003130561","0.002142253","0.076284462","0.032266391","0.032656799","0.066945319","0.06607368","0.004050969","0.068160614","0.047420354","0.002559434","0.044961828","0.030812767","0.076569713","0.026108349","0.06809105","0.061482777","0.016169895","0.002135892","0.053619844","0.106392395","1.649424457","0.030996188","0.070428889","0.057082876","0.033774931","0.028805922","0.048148837","0.12410236","0.001606823","0.025524337","0.000400382","0.06462213","0.042113862","0.031952125","0.061819378","0.071296863","0.003628595","0.065189838","0.031494445","0.011828698","0","0.033706732","0.060579001","0.003092851","0.053308139","0.037514131","0.045615902","0.031835782","0.075518298","0.074822076","0.05268534","0.053185426","0.002801681","0.055373302","0.026788956","0.081002725","0.006193234","0.111304781","0.082322049","0.028762035","0.101732072","0.01489583","0.044062619","0.049544012","0.045281824","0.068021268","0.070967956","0.020508372","0.003722889","0.004370488","0.016657291","0.002277216","0.094022518","0.072595405","0.086013619","0.034700881","0.040488055","0.061861472","0.054499893","0.069134688","0.070857457","0.060708471","0.056148802","0.031567471","0.019238591","0.081414933","0.065880349","0.043305811","0.062652021","0.077699562","0.065561289","0.039935542","0.027700319","0.083922672","0.016695636","0.062826401","0.070538611","0.028856966","0.087982259","0.004821288","0.036811911","0.008478924","0.104090597","0.048166447"
"Added Sugars","0.057221701","0.034743715","0.085900515","0.138838621","0.192849531","0.101222422","0.045674464","0.00497458","0.191951049","0.04239405","0.043195574","0.146723903","0.013403489","0.186367163","0.032504386","0.023365128","0.095871172","0.032673976","0.148942822","0.021650688","0.020523174","0.004909651","0.252949336","0.008797696","0.033900278","0.050765166","0.160195052","0.06048552","0.101034784","0.18709213","0.112634188","0.047642652","0.042164913","0.023285348","0.053622209","0.032047044","0.033772686","0.076225676","0.105344657","0.022734779","0.024238978","0.02796715","0.115133315","0.038404555","0.051289351","0.07212807","0.038016507","0.082856369","0.031071004","0.122470137","0.056056141","0.084184102","0.036966124","0.089114125","0.167631845","0.023271318","0.022865377","0.137071751","0.031175059","0.104779264","0.111360643","0.0311326","0.062023235","0.290499162","0.095656962","0.026659877","0.045146959","0.09947366","0.087990625","0.010484182","0.019689286","0.108897829","0.034220821","0.066033505","0.051277599","0.046335079","0.031117295","0.01770265","0.056827819","0.022534762","0.107857956","0.069287406","0.037926013","0.038886092","0.109781151","0.026832729","0.102168718","0.129658686","0.016856303","0.041396101","0.080654361","0.025500581","0.097179034","0.035690133","0.173499673","0.023720708","0.024436737","0.206433386","0.128378893","0.030527383","0.017375232","0.046638823","0.095037748","0.285665244","0.154828846","0.07482708","0.037378926","0.034560047","0.071222597"
"Non-Starchy Vegetables","3.488665977","2.502533683","0.429772244","0.708630011","0.840404523","1.051562634","1.0868094","0.474375292","0.817231327","1.343714813","0.661658225","0.499025479","3.252527706","0.644583067","1.175497053","0.146423342","0.500289297","1.736074705","1.303331622","0.55594815","0.094105538","4.810854174","0.797691815","0.502085317","0.48274073","4.132586961","1.063393984","1.243245316","0.96941495","1.634533063","1.224364931","2.020145424","0.710541558","1.260383384","0.646565008","1.14958713","0.832413837","2.086672632","1.380704164","0.883073656","0.710407518","1.151381021","0.903686848","1.148808078","0.580313179","1.532844064","1.021437029","1.05558785","1.278889814","1.412531419","0.385045627","2.042957501","2.843922041","0.339189358","1.035678625","0.254659064","1.056023439","0.889210129","1.384686787","0.640834707","0.824285008","0.994935258","0.685953059","0.954616354","1.22226775","0.451022616","1.067755279","1.331530285","0.859752279","1.481161017","1.204572476","0.878374368","0.335753074","0.591927068","0.961372497","0.825736113","1.406805062","2.514270021","1.295383571","0.715483995","0.376830552","0.481463826","1.666173216","1.035755724","0.793424686","1.10749568","0.481233015","2.690951119","1.492308901","0.704049584","1.075735212","1.118994878","1.270578594","0.682876192","0.546038918","0.247411789","0.220962293","0.549386744","3.245612039","2.811141972","0.452059113","2.065800851","0.973364437","1.493837765","0.730652523","0.488918095","2.049607661","0.31976615","0.182262925"
"Potatoes","0.215586359","0.305839554","0.054423864","0.049511924","0.408824032","0.206173339","0.671982822","0.554093637","0.150301928","1.009131287","0.003055812","0.304508789","0.379086077","0.203846528","0.26006088","0.005269939","0.000268938","0.074624242","0.971823735","0.000579389","0.025028847","0.180708962","0.241344559","0.015555388","0.007893206","0.177652944","0.051872285","0.651452123","0.156824009","0.043297412","0.042921794","0.134371089","0.075964256","0.614849272","0.005292913","0.736891857","0.001625751","0.580622458","0.043103067","0.056653561","0.001646107","0.385408489","0.150371947","0.275979767","0.051655205","0.362861133","0.067209738","0.71373166","0.213352202","0.078492133","0.131575397","0.150390136","0.00322458","0.7097386","0.149493157","0.066610178","0.440515282","0.05929215","0.027730845","0.104641895","0.267178288","0.178171898","0.204628097","0.126753268","0.174427939","0.091998219","0.030202706","0.061080513","0.905179485","0.014088619","0.050617131","0.618792681","0.055889694","0.023459919","0.603302089","0.026931489","0.788758253","1.133553366","1.042148785","1.311397951","0.046024776","0.067137136","0.069339519","0.231706841","0.580291112","0.178013742","0.127092574","0.155205705","0.651308057","0.077334488","0.658826587","0.522508977","0.111654006","0.053069746","0.0131516","0.008307513","0.001764256","0.12203075","0.138277689","0.33839035","0.049039852","0.590553964","0.900420192","0.680104243","0.113664541","0.058371574","0.017202012","0.024451977","0.005926305"
"Other Starchy Vegetables","0","0","0.359929437","0.030456999","0.068850942","0.007126474","0.000871794","0.026447746","0.028957566","0.003658426","1.532244677","0.349995682","0.000231651","0.01649165","0.007983412","0.016162864","0.026876742","0.229232318","0.02169009","0.291446173","0.38512557","0.070316046","0.407879562","0.191290162","0.829786882","0.001184832","0.289091355","6.1034E-05","0","0.270275464","0.883016036","0.034656551","0.159144422","0.004558922","0.575642297","0.000699457","3.549594963","0.002095398","0.09046882","0.195796604","0.285598475","0.00482264","0.044983397","0.009596283","0.078741942","0","0","0.000128337","0.041154213","0","0.053619943","0.000611879","0.089198977","0.012590232","0.004461407","0.058745272","0.177569097","0.009316728","0.24972412","0.012404508","0.001415815","0.004196111","9.92551E-05","0.001187252","0.001840621","0.039302194","0.072825191","0.002300903","0.037056347","0.014744572","0.488300483","0.001468226","0.000654869","0.022665496","0.07595197","0.387495316","0.00668871","0.031653111","0","1.60519717","0.041244639","0.010216207","0.091053108","0","0.011954874","0.000703111","0.015257539","0.052523124","0.002075258","0.092378617","0.004641857","0.001025281","0.00021743","0.751056138","0.000551131","9.96448E-05","0.249550146","0.045469611","8.9371E-05","0","1.526221151","0","0.001631265","0.052726339","0.056086289","0.07617403","0.043602289","0.119757586","0.00589629"
"Beans And Legumes","0.055531022","0.026107576","0.091303815","0.010118986","0.028970817","0.02095247","0.027898659","0.09003577","0.052337717","0.026024468","0.106091739","0.050362782","0.025822636","0.156288504","0.021198932","0.067271868","0.114310893","0.209483173","0.146378311","0.09154467","0.107328353","0.069061595","0.098767865","0.033448708","0.01939621","0.004128647","0.072132185","0.003178067","0.126238682","0.016843885","0.117377235","0.057656702","0.266867815","0.021271735","0.001379577","0.021429698","0.078333441","0.049305859","0.015863935","0.039739387","0.023950911","0.008907312","0.01087643","0.187333428","0.026109533","0.054368739","0.014357693","0.01877176","0.110980261","0.073694962","0.056122358","0.016326468","0.007898768","0.045852371","0.003747256","0.008338156","0.191319165","0.033965448","0.121645498","0.115672245","0.108895266","0.126524907","0.001802344","0.023603432","0.027000282","0.060858066","0.045751383","0.029471825","0.035599762","0.215460338","0.049336134","0.057594301","0.054482938","0.035074988","0.119454633","0.015753036","0.043351859","0.024747879","0.020951207","0.460509878","0.020857221","0.018013989","0.063281854","0.020002502","0.011529327","0.015840009","0.016720101","0.080040372","0.041406596","0.131130189","0.023443133","0.020558247","0.030235157","0.259703331","0.024361798","0.00945748","0.036095509","0.10112419","0.095328712","0.117928523","0.184417889","0.005315379","0.036003013","0.048098064","0.009951387","0.016629187","0.075254537","0.057458449","0.008343305"
"Sugar-sweetened Beverages","0.009344627","0.001068888","0.014936063","0.017138685","0.031342055","0.046045948","0.053720216","1.04788E-05","0.016463472","0.054686543","0.03860213","0.015994804","0.016221659","0.031110181","0.033006768","0.062992376","0.012594435","0.032252799","0.037225026","0.006769479","0.002252162","0.015865121","0.020906185","0.020688706","0.009311323","0.04337863","0.008032733","0.043715919","0.00108704","0.009345693","0.011634661","0.000538127","0.008691852","0.037986138","0.032698578","0.049960473","0.010282738","0.026643623","0.007880691","0.0012594","0.010812255","0.045546929","0.044314911","0.00064383","0.000383016","0.000414245","0.000829587","0.071765377","0.0165318","0.000260768","0.004034489","1.86316E-05","0.004884477","0.022159452","0.065726539","0.002751709","0.010212448","0.003989099","0.008355289","2.48698E-05","0.017579986","0.030941838","0.014261709","0.022635066","0.001396525","0.005650299","0.000643838","0.018986241","0.041598378","0.000235845","0.006045778","0.034608381","6.19276E-05","0.01758077","0.01952484","0.007647424","0.050731928","0.047594416","0.029630331","0.007598543","0.015515375","0","0.00074138","0.01819311","0.03742203","0.032334518","0.027847316","0.036506741","0.05105597","0.002566738","0.039464143","0.035890675","0.000273803","0.022284989","0.01024664","0.003638749","0.003382162","0.010242253","0.005820927","0.005444095","0.030473322","0.019667029","0.046570396","0.047305331","0.021872594","0.00366035","0.01261078","0.019801208","0.010016325"
"Fruit Juices","0.008366706","0.00191648","0.010315622","0.002092538","0.000887021","0.006408794","0.001398654","0.006917303","0.001263253","0.001000129","0.005990969","0.00226887","0.000752343","0.023450601","0.002934636","0.002307863","0.012936062","0.003484412","0.006290921","0.001312874","0.004643844","0.000621024","0.004219064","0.002349439","0.005110159","0.002101722","0.002093937","0.001435001","0.001399024","0.000520863","0.005635204","0.006303694","0.000803675","0.005676874","0.003068115","0.00486591","0.006957622","0.010956671","0.001317839","0.004929261","0.006138801","0.000801969","0.005395451","0.006959654","0.004740548","0.00834498","0.001135004","0.002946827","0.005783808","0.00174077","0.001672385","0.002156601","0.002906115","0.004184628","0.006771355","0.00125758","0.005122144","0.004623815","0.004526655","0.004551108","0.006444951","0.003204043","0.002755755","0.002014939","0.003782756","0.00119066","0.00323958","0.002544862","0.005928124","0.001862529","0.002187867","0.000825011","0.000341215","0.001119684","0.002520015","0.00814965","0.002091869","0.002624784","0.007022385","0.001824761","0.001377016","8.37125E-05","0.013605172","0.006931079","0.005926386","0.000579525","0.00438881","0.000888112","0.006239114","0.009308891","0.005137189","0.004343838","0.001310864","0.00303512","0.003036884","0.001601692","0.002755304","0.009840185","0.017148984","0.007450886","0.011149993","0.002883193","0.003872125","0.010202797","0.00051059","0.00210736","0.004309583","0.009782761","0.001209339"
"Coffee","0.000438984","0.066148326","0.02179044","8.1985E-05","0.000177125","0.000485297","0.001532717","1.6804E-07","0.000152611","0.001023083","0.001983762","0.000209612","0.00075875","0.001359094","0.000407392","0.007000043","2.50993E-05","0.023785627","0.001765638","0.04474854","0","6.55798E-06","0.000140463","0.002553421","0.003365557","0.000523484","0.000103934","0.001446614","0.007838118","0.000304264","0.000344566","0.006220081","0.172938345","0.00108354","0.00304755","0.001421396","0.000582881","0.000725426","6.72691E-06","0.086831232","0.000430491","0.000303838","0.000887783","0","0.000105041","3.22557E-05","1.83757E-05","0.000498336","0.000764957","0.000587288","0.000873031","0.000198407","0.002093486","0.00640464","0.002678293","0.105472939","0.02296651","4.44341E-06","0.001116373","0","0.0340128","0.000115595","8.09493E-05","0.000608174","0.021687548","0.003105601","0.00011188","0.012423036","0.001652581","0.001895792","0.001914144","0.001754272","0","6.83538E-05","0.000576425","0.000294694","0.001377585","0.000660845","0.000295865","0.03840837","2.27571E-05","0.000171581","0.001805348","0.000391041","0.000731659","0.000484108","0.020736691","0.00051585","0.000745311","4.40116E-06","0.002409359","0.001646084","0.000115178","0","5.7285E-05","0.002337224","0.019740997","7.09004E-05","0.040040326","0.000116352","0.029478679","0.000120124","0.000584445","0.001109604","6.64637E-05","0.000187859","0","0.005466948","0.001636291"
