"","Year","Aruba","Africa.Eastern.and.Southern","Afghanistan","Africa.Western.and.Central","Angola","Albania","Andorra","Arab.World","United.Arab.Emirates","Argentina","Armenia","Antigua.and.Barbuda","Australia","Austria","Azerbaijan","Burundi","Belgium","Benin","Burkina.Faso","Bangladesh","Bulgaria","Bahrain","Bahamas..The","Bosnia.and.Herzegovina","Belarus","Belize","Bermuda","Bolivia","Brazil","Barbados","Brunei.Darussalam","Bhutan","Botswana","Central.African.Republic","Canada","Central.Europe.and.the.Baltics","Switzerland","Channel.Islands","Chile","China","Cote.d.Ivoire","Cameroon","Congo..Dem..Rep.","Congo","Colombia","Comoros","Cabo.Verde","Costa.Rica","Caribbean.small.states","Cuba","Curacao","Cayman.Islands","Cyprus","Czechia","Germany","Djibouti","Dominica","Denmark","Dominican.Republic","Algeria","East.Asia...Pacific..excluding.high.income.","Early.demographic.dividend","East.Asia...Pacific","Europe...Central.Asia..excluding.high.income.","Europe...Central.Asia","Ecuador","Egypt","Euro.area","Eritrea","Spain","Estonia","Ethiopia","European.Union","Finland","Fiji","France","Faroe.Islands","Micronesia..Fed..Sts.","Gabon","United.Kingdom","Georgia","Ghana","Guinea","The.Gambia","Guinea.Bissau","Equatorial.Guinea","Greece","Grenada","Greenland","Guatemala","Guyana","High.income","Hong.Kong.SAR..China","Honduras","Heavily.indebted.poor.countries..HIPC.","Croatia","Haiti","Hungary","IBRD.only","IDA...IBRD.total","IDA.total","IDA.blend","Indonesia","IDA.only","Isle.of.Man","India","Ireland","Iran..Islamic.Rep.","Iraq","Iceland","Israel","Italy","Jamaica","Jordan","Japan","Kazakhstan","Kenya","Kyrgyz.Republic","Cambodia","Kiribati","St..Kitts.and.Nevis","South.Korea","Kuwait","Latin.America...Caribbean..excluding.high.income.","Laos","Lebanon","Liberia","Libya","Saint.Lucia","Latin.America...Caribbean","Least.developed.countries..UN.classification","Low.income","Liechtenstein","Sri.Lanka","Lower.middle.income","Low...middle.income","Lesotho","Late.demographic.dividend","Lithuania","Luxembourg","Latvia","Macao.SAR..China","Morocco","Monaco","Moldova","Madagascar","Maldives","Middle.East...North.Africa","Mexico","Marshall.Islands","Middle.income","North.Macedonia","Mali","Malta","Myanmar","Middle.East...North.Africa..excluding.high.income.","Montenegro","Mongolia","Mozambique","Mauritania","Mauritius","Malawi","Malaysia","North.America","Namibia","New.Caledonia","Niger","Nigeria","Nicaragua","Netherlands","Norway","Nepal","New.Zealand","OECD.members","Oman","Other.small.states","Pakistan","Panama","Peru","Philippines","Palau","Papua.New.Guinea","Poland","Pre.demographic.dividend","Puerto.Rico","Portugal","Paraguay","West.Bank.and.Gaza","Pacific.island.small.states","Post.demographic.dividend","French.Polynesia","Qatar","Romania","Russia","Rwanda","South.Asia","Saudi.Arabia","Sudan","Senegal","Singapore","Solomon.Islands","Sierra.Leone","El.Salvador","San.Marino","Somalia","Serbia","Sub.Saharan.Africa..excluding.high.income.","South.Sudan","Sub.Saharan.Africa","Small.states","Sao.Tome.and.Principe","Suriname","Slovakia","Slovenia","Sweden","Eswatini","Sint.Maarten..Dutch.part.","Seychelles","Syria","Turks.and.Caicos.Islands","Chad","East.Asia...Pacific..IDA...IBRD.countries.","Europe...Central.Asia..IDA...IBRD.countries.","Togo","Thailand","Tajikistan","Turkmenistan","Latin.America...the.Caribbean..IDA...IBRD.countries.","Timor.Leste","Middle.East...North.Africa..IDA...IBRD.countries.","Tonga","South.Asia..IDA...IBRD.","Sub.Saharan.Africa..IDA...IBRD.countries.","Trinidad.and.Tobago","Tunisia","Turkey","Tuvalu","Tanzania","Uganda","Ukraine","Upper.middle.income","Uruguay","United.States","Uzbekistan","St..Vincent.and.the.Grenadines","Venezuela","Vietnam","Vanuatu","World","Samoa","Kosovo","Yemen..Rep.","South.Africa","Zambia","Zimbabwe"
"11","1970",0,0,0,0,0,0,0,0,0,42.278789634459,0,0,0,0,0,9.40435329180615,0,11.7037494114915,22.2505701596598,8.72908283074018,0,0,0,0,0,0,0,30.9965237543453,0,0,0,0,27.5562001450326,0,0,0,0,0,41.3576919011746,40.2728429179278,18.4936584285771,18.6360824007095,0,23.9473684210526,27.6399433598457,0,0,24.0968663988617,0,16.9356265474692,0,0,0,0,0,0,0,26.3748798831614,25.1617155839785,0,43.978166336143,30.4161303250883,55.1117978309587,0,0,27.4613684373877,21.4205397301349,0,0,0,0,0,0,0,20.7507820646507,28.8828050814493,0,0,47.5977547267587,0,0,18.2381584772023,0,8.21477742083525,21.2455009300062,0,0,0,0,18.6645850840336,35.3435399551904,0,0,20.0553250345781,0,0,0,0,39.308173363467,39.13899466112,0,0,0,0,0,21.7293092919549,0,40.5825838821859,46.0619506783855,0,0,0,0,17.5569176882662,0,0,17.9722697586701,0,0,0,0,24.7979689623114,0,45.0433539673806,0,0,0,0,0,42.5866321349867,0,0,0,24.1812630342506,31.4008363211331,37.4180835854018,10.1737270875764,51.7025105152898,0,0,0,0,26.9666849807702,0,0,0,0,0,30.6047072072072,0,38.5227456880674,0,10.2276505929754,45.8856481142845,0,30.6455807346564,0,0,0,40.336300433399,0,0,30.3185831431228,0,0,0,6.94147751481855,0,0,32.6223193091227,26.8666011143887,11.4621350364964,0,0,77.247191011236,0,20.2655441770853,25.2587330452321,28.2535533827274,35.4264670905506,0,22.1027026192397,0,0,30.3156096688978,0,19.8733198969581,0,0,0,0,0,0,0,8.59481559086451,20.1275214448541,58.2692784527647,12.5666621085738,17.5924145890516,26.9317775925705,0,25.3999209964393,24.2629664936624,0,13.0998929938669,0,0,0,0,0,0,41.651509639869,0,0,0,25.9675405742822,0,0,22.8529411764706,0,12.576827305091,43.9624665533844,0,20.0814111257233,25.3052909270871,0,0,44.0702313895311,0,30.598410683095,0,20.1275214448542,0,40.5244265985277,20.5796717840127,21.9338422391858,0,0,13.0043347782594,0,41.3348735418519,0,0,0,0,41.6261412782316,0,0,0,0,0,0,33.7556083399314,54.7233309853643,29.9875974302814
"12","1971",0,0,0,0,0,0,0,0,0,45.9547284532329,0,0,0,0,0,9.757409474907,0,13.4808042905619,24.2440602064336,7.68383878031331,0,0,0,0,0,0,0,29.6942224953903,0,0,0,0,27.5881057268722,0,0,0,0,0,38.5992957099458,41.918678008873,19.6928011422268,19.2307770111614,0,21.8714694910475,27.7311625161977,0,0,25.3201635975969,0,16.9379647156539,0,0,0,0,0,0,0,26.2223305208298,25.9696741074107,0,45.9205963263181,31.8296851299017,55.7072090336742,0,0,28.3562788332304,22.1228189708801,0,0,0,0,0,0,0,18.7824445493157,29.3415008743152,0,0,45.5756327307326,0,0,18.28,0,8.20960698689956,22.0778515884799,0,0,0,0,18.8133968158001,33.7883354015245,0,0,20.4514363885089,0,0,0,0,40.2950767847505,40.3936808391138,0,0,0,0,0,22.3920079066295,0,43.1348365845947,50.2707845433255,0,0,0,0,16.3501238645747,0,0,18.2873067355229,0,0,0,0,23.3304246655032,0,45.1579214025989,0,0,0,0,0,42.7105378776498,0,0,0,25.0724245907473,32.8813996004421,38.6827776278644,10.1698354661792,52.0661287603559,0,0,0,0,27.2714876596518,0,0,0,0,0,29.6430816326531,0,39.8652639464567,0,10.8723099698488,41.9503939998669,0,33.2332184546599,0,0,0,41.433244792368,0,0,30.4551570822076,0,0,0,7.39742369365418,0,0,32.0296790352236,26.124182434862,9.14074696170298,35.4777534646244,0,75.779376498801,0,21.1198834439172,25.2837949463396,28.4763885726387,35.9743469759394,0,24.463391560414,0,0,32.2023092725083,0,19.9750286615076,0,0,0,0,0,0,0,8.68196146976089,20.7434023898307,65.3255575891057,11.9477911646586,18.0095417461194,28.4838165052887,0,26.219087151213,24.8069335311773,0,14.3458230881173,0,0,0,0,0,0,43.3222591362126,0,0,0,22.3360655737705,0,0,23.262198926744,0,12.6049041592853,45.904052405322,0,21.7338211235893,27.0534551269444,0,0,44.1369406503604,0,33.1820654795661,0,20.7434023898307,0,40.7566323683437,20.5061280072628,22.7216494845361,0,0,11.9430998715796,0,42.4418191679455,0,0,0,0,43.0829001942563,0,0,0,0,0,0,32.4593884376493,46.1935811669066,29.4120120182697
"13","1972",0,0,0,0,0,0,0,0,0,45.581648950747,0,0,0,0,0,10.7939653815164,0,13.8881251964887,23.314259405822,6.06410210550716,0,0,0,0,0,0,0,33.3193779904306,0,0,0,0,27.6160503540519,0,0,0,0,0,37.797186398085,42.7675912866322,19.7382525135949,18.8558904543028,0,21.256038647343,28.757370236375,0,0,26.1057961488839,0,16.9379385932213,0,0,0,0,0,0,0,25.9072422101721,26.5957151554795,0,46.810541922246,32.1286242680906,52.3721387242202,0,0,27.0508029618836,21.6674543382169,0,0,0,0,0,0,0,20.0535782625335,28.7320267469387,0,0,51.2442488479263,0,0,17.7264653641208,0,8.27702702702703,22.4622333375776,0,0,0,0,18.7635368581354,32.7548806941432,0,0,20.4856799804284,0,0,0,0,40.2707650284888,40.3938664116115,0,0,0,0,0,22.4080025875816,0,43.3949036271928,44.2643300474626,0,0,0,0,18.4659090909091,0,0,18.6805740100983,0,0,0,0,24.8775687138271,0,43.7171715357683,0,0,0,0,0,41.6779802034311,0,0,0,24.5598843510199,32.6898140586126,38.6727448239029,10.9512861736334,52.2425286798291,0,0,0,0,27.5476547440565,0,0,0,0,0,29.788,0,39.858859944814,0,11.3100839694404,47.259504439745,0,32.2130577871717,0,0,0,36.8425890965109,0,0,31.677400140647,0,0,0,8.10161301530217,0,0,31.7506494927072,26.2141270701807,9.09441569700393,34.3368902439024,0,71.0227272727273,0,19.9074497466757,24.1693362129594,28.7485269977303,37.1943074436576,0,28.2666413052467,0,0,32.9425334576309,0,19.6802856582627,0,0,0,0,0,0,0,9.42731310757051,20.9161435325844,67.2857998801678,11.7973629424011,17.3200628855285,30.9167339171073,0,26.9407973295337,25.5816161807995,0,12.0942233915558,0,0,0,0,0,0,42.5388684083988,0,0,0,24.2021276595745,0,0,21.1855223233637,0,12.9195432751814,46.793810153417,0,19.6347043378368,27.2780719309906,0,0,42.9707909079518,0,32.1634750558171,0,20.9161435325844,0,41.0473216430459,20.056206088993,23.728813559322,0,0,10.6948356807512,0,42.2210002556454,0,0,0,0,43.1703034047673,0,0,0,0,0,0,33.3810888252149,47.5738317757009,30.1339672335823
"14","1973",0,0,0,0,0,0,0,0,0,43.3522399337902,0,0,0,0,0,11.6259017618486,0,14.2961258064227,26.2004978191128,12.1103374893782,0,0,0,0,0,0,0,35.1060462171573,0,0,0,0,26.8810858660372,0,0,0,0,0,40.9814552969644,42.8234525796386,17.7428023237195,18.6172646571473,0,22.1026490066225,30.5214673466031,0,0,26.6994014534027,0,16.9351649354618,0,0,0,0,0,0,0,25.2185848847211,27.0043407113613,0,46.0809971812908,33.9052449639916,50.0533943254531,0,0,24.3824375496479,20.4953715286465,0,0,0,0,0,0,0,19.6866628180128,29.0228138141236,0,0,47.8584047175667,0,0,18.5946872322194,0,8.2421875,24.3939024357504,0,0,0,0,19.1988549276485,29.7456575682382,0,0,21.7534258495028,0,0,0,0,40.6160787549202,41.1444369462501,0,0,0,0,0,21.3482302903111,0,53.6456415377353,51.7939814814815,0,0,0,0,22.2508868107062,0,0,18.643971308209,0,0,0,0,27.6246992202341,0,42.7246187124384,0,0,0,0,0,41.493032275013,0,0,0,25.7291496033471,32.6456568326545,39.2140589001658,11.2043995243757,50.3946788766899,0,0,0,0,27.9684818224372,0,0,0,0,0,29.6561794500724,0,40.35731714351,0,11.7118095402607,49.1412285408177,0,39.1643750278866,0,0,0,30.5026358265389,0,0,31.2522250707686,0,0,0,9.37778235795387,0,0,30.9895376220752,26.3253494242965,9.58972777250566,33.8767525268993,0,70.8382526564345,0,20.1534996740354,25.8922619338117,30.2057445671168,37.8894477205578,0,36.1102000655953,0,0,33.752713355421,0,19.8176295670337,0,0,0,0,0,0,0,8.72950855448805,20.5564283871926,69.6989387047867,12.0951936537564,17.1298538626325,30.5648543614606,0,24.3725843031613,24.2775528315492,0,12.1644607286025,0,0,0,0,0,0,44.2038591839741,0,0,0,28.961038961039,0,0,21.35686035899,0,14.7753510265424,46.0652716958683,0,20.2433631637999,26.789734391743,0,0,42.7555355610037,0,39.1040927442703,0,20.5564283871926,0,45.7491633160114,21.323721011031,23.7087912087912,0,0,9.28759460348799,0,42.4780867928244,0,0,0,0,47.6081525671304,0,0,0,0,0,0,35.2770437118226,53.6175303822178,32.3026375906159
"15","1974",0,0,0,0,0,0,0,0,0,43.5928026239928,0,0,0,0,0,12.1193843211534,0,17.0842249836147,22.9775219067396,13.3727281578377,0,0,0,0,0,0,0,36.3846190453529,0,0,96.5696790541334,0,27.8913200288531,0,0,0,0,0,48.7336833498454,42.4302436609258,16.0893098699427,17.8702134173642,0,25.4080908445706,30.0058315549159,0,0,27.5762920433749,0,16.9315499976745,0,0,0,0,0,0,0,25.0329010178982,27.3970806302765,0,43.7840807541956,39.2860881872628,48.1090941014797,0,0,26.462607578786,23.2760755532542,0,0,0,0,0,0,0,20.2222222222222,28.5928689959374,0,0,63.3575464083939,0,0,18.1330472103004,0,8.29774252593045,25.4917958567167,0,0,0,0,18.7242707171998,30.1455954750183,0,0,22.9096181730304,0,0,0,0,42.5839808404572,42.9028021961406,0,0,0,0,0,22.6756933966727,0,62.323334204858,70.3725484430592,0,0,0,0,16.256157635468,0,0,18.3228056943528,0,0,0,0,26.6110056925996,0,44.089502615171,0,0,0,0,0,44.5585394906653,0,0,0,25.3417767195322,33.6997063167083,40.2547539789571,12.5158048780488,46.4109071931597,0,0,0,0,35.020870602266,0,0,0,0,0,30.8483777777778,0,41.3310340032548,0,12.3941421892339,55.0748323412643,0,49.5940098195159,0,0,0,32.5580765663445,0,0,35.8556011024587,0,0,0,7.73498371325398,0,0,32.9352311836524,27.4313567718897,8.70549768525522,36.1226508407517,0,82.5153913808267,0,20.991577943747,25.8953265985093,31.822138969373,38.3198286642468,0,34.8625648048518,0,0,35.212367270456,0,22.1832909767352,0,0,0,0,0,0,0,9.20502043906797,21.5606566091481,83.0786026200873,12.2669568371418,20.3412338934964,31.2218464080303,0,21.5465968812856,25.1326626167551,0,13.9737006175032,0,0,0,0,0,0,47.8345736244968,0,0,0,28.5077951002227,0,0,24.1337961502051,0,14.9680688815988,43.7680259259337,0,34.2004592963725,26.647563171382,0,0,46.0085686794122,0,49.5176741148485,0,21.5606566091481,0,58.0031974146301,27.0965240987208,22.5494150867285,0,0,10.6575193587828,0,43.2818928285479,0,0,0,0,58.2575690076091,0,0,0,0,0,0,36.0487856914269,54.7861833324435,32.2624793661051
"16","1975",0,0,0,0,0,0,0,55.8124784931026,73.995507005299,50.141323678472,0,0,0,0,0,12.5826855731207,0,16.1643290893295,25.9407461000063,11.6110473057592,0,0,0,0,0,0,0,31.3063718359034,0,16.0140859459333,95.6495951250319,0,31.0108509423187,0,0,0,0,0,38.1300497945132,45.3594341174535,17.0401440002929,18.2426926824104,0,32.4209245742092,29.218134423413,0,0,27.372862355384,0,16.9355141813739,0,0,25.1750925621017,0,0,0,0,24.7836675296933,30.4489674372083,0,46.0858799745933,37.2040407615032,50.529661445474,0,0,25.6197907574964,25.4079825123431,0,0,0,0,0,0,35.4833026235859,20.4480760227461,28.4790045526437,0,0,62.2837370242215,0,0,21.0107893242476,0,8.90756302521008,25.3616832614503,0,0,0,0,18.4936476590142,31.7389473684211,0,0,22.4644128113879,0,0,0,0,41.8620390370305,41.8371407560997,0,0,0,0,0,23.201252076254,0,56.7326854899897,68.0723649447701,0,0,0,0,20.7616425785731,0,0,17.886688393081,0,0,0,0,26.6853826017679,0,41.4475596990701,0,0,0,0,0,40.4303561227912,0,0,0,26.6875633291944,33.1777400010743,39.902454603777,13.2415913200723,46.4888282732845,0,0,0,0,35.17343659883,0,0,0,0,61.2117206110449,30.5321909090909,0,40.9908928925498,0,10.1304263271186,61.1402665194805,0,46.9544479356657,0,0,0,34.2362473863237,0,0,36.1311763388859,0,0,0,11.0134020946379,0,0,30.1117761171163,28.8392716861896,7.86313508977292,34.3607305936073,0,77.5338687564028,0,20.6362483473193,27.622275181157,28.7765098424108,38.8453698688266,0,28.4859596641899,0,0,34.543746874352,0,20.5495828060429,0,0,0,0,0,0,0,18.969111671931,21.2244113370627,71.7346380599283,12.3436941764916,19.6020217788043,31.2083445628501,0,19.5315362257484,26.5163563617839,0,10.5678100342606,0,0,0,0,0,0,32.1160042964554,0,0,0,24.859287054409,0,0,23.1344370539399,0,14.9550406178385,46.0691120129714,0,27.3577554948582,25.7830531369356,0,0,41.5752227818496,0,46.882175076837,8.77218416633443,21.2244113370627,0,57.9724899912739,25.9274147237855,22.5566242631089,0,0,7.98172913919759,0,42.964076865142,0,0,0,0,51.1824078307846,0,0,0,0,0,0,37.0406555310432,41.6687881873727,31.8594897852715
"17","1976",0,0,0,0,0,0,0,57.4199537351205,71.8147226501297,50.8936968299416,0,0,0,34.5249564557855,0,11.7422871267673,0,12.9100343969082,26.4671785662136,14.4492027919251,0,0,0,0,0,0,0,31.9113907842025,0,17.613016454889,96.0772388992483,0,31.8238021638331,0,0,0,0,0,39.9710978282651,45.0378103459814,16.3644515031354,18.9602877358746,0,37.603993344426,30.8334116144062,0,0,27.4482965427847,0,16.9496542390024,0,0,28.8409681298225,0,0,0,0,23.6807364027519,30.1678577755283,0,44.3073595041887,38.855970324259,47.3931339364934,0,0,26.9810310043415,23.7747218327715,0,0,0,0,0,0,34.0524811452132,20.5292801263577,28.0224872339177,0,0,62.3557224308163,0,0,19.215445908673,0,9.61152999137766,15.5265278404544,0,0,0,0,20.102908386461,32.1186515271543,0,0,20.7715141235725,0,0,0,0,41.5154797329136,41.5578479304485,0,0,0,0,0,24.480523415356,0,57.243022880048,70.7819950410071,0,0,0,0,19.4111424541608,0,0,16.3573163181068,0,0,0,0,27.6408158752971,0,39.2863457484011,0,0,0,0,0,39.3022724248142,0,0,0,27.3774401979936,33.6129297522285,39.5028149079207,19.1866822429907,44.318074114576,0,0,0,0,32.016715459439,0,0,0,0,63.7940666699599,30.3736469730124,0,40.5308513450411,0,9.82782943726603,63.7095077426858,0,48.5711474628132,0,0,0,33.8431473686295,21.8360980729241,0,37.2824853124444,0,0,0,12.8795788907634,0,0,30.0883613611961,28.4653705148405,8.44544043029459,35.3193927241478,0,69.7387651249576,0,20.8892025405787,25.9433346238523,31.2112940016133,40.039265857824,0,25.1126334984677,0,0,37.5710813281895,0,21.7299095151563,0,0,0,0,0,0,0,18.8944573444233,23.2402566510845,70.4094007258564,11.9495653835132,18.0561092797074,31.9754189050482,0,19.4403828260003,23.9971127185256,0,11.6606528602889,0,0,0,0,0,0,34.2235410484669,0,0,0,27.0042194092827,0,16.2130226069831,23.9635995955511,0,14.9157827636637,44.2910492405507,0,22.2303743945726,27.6190473796468,0,0,40.2174211332138,0,48.4963861603581,9.229091737595,23.2402566510845,0,58.3351111019602,25.1629591308846,23.9067055393586,0,0,7.39999182772852,0,42.1627339478743,0,0,0,0,51.2450408574135,0,0,0,0,0,0,37.2467372774781,40.5679513184584,31.6271201276777
"18","1977",0,0,0,0,0,0,0,55.6900717228706,67.9817061865227,47.8061321932459,0,11.3649397820684,0,34.1105073800965,0,12.1820399284065,0,12.5569870845307,21.3030958080609,16.7290739025876,0,0,0,0,0,0,0,32.8579613198929,0,18.2350975580789,94.9947875466179,0,32.465483234714,0,0,0,0,0,36.1115189201584,46.7015384615385,15.1572246649488,18.3932855441316,0,31.6489361702128,30.301845316321,0,0,26.1626167584344,31.2582358353042,16.937808332356,0,0,30.9855745388806,0,0,0,10.3062784732691,23.3850519420284,28.4009921083037,0,45.4551869903979,38.3237359719191,47.3204799278326,0,0,27.9155881634264,24.7018843104057,0,0,0,0,0,0,33.4944752080801,18.9971302819862,28.0443310162302,0,0,58.2584758041148,0,0,15.8380363701514,0,9.55313135855634,22.6390856793005,0,0,10.8470749550638,0,20.8825902424016,32.3641860051569,0,0,20.3354303784196,0,0,0,0,41.4529606653245,41.609531318429,0,0,0,0,0,24.4002625422792,0,53.2913152667197,69.079239356799,0,0,0,0,19.8146002317497,0,0,15.8669847841282,0,0,0,20.4428167138339,28.4639484955476,0,39.357923533095,0,0,0,0,0,39.4547697955745,0,0,0,28.9434923256517,34.5084525764329,39.5949596994126,15.1281380130874,45.3734339656357,0,0,0,0,32.5515966319005,0,0,0,0,61.2532818466557,30.9642833964305,0,40.708670737429,0,9.86387459795575,63.2112048477639,0,46.3425668278574,0,0,0,30.2661144048482,21.9934764803101,0,38.3866410018553,0,0,0,13.9876450714387,0,0,29.1512053511964,28.2719669816444,10.5381938657407,35.6709071150035,0,66.1913745045021,0,20.7675561610172,24.1113605678113,61.8436170836388,40.7562047987138,0,26.0839430111667,0,0,36.5708462399984,0,22.9052546925026,0,0,0,0,0,0,0,21.2061991459556,23.5417313164953,66.8389918974002,11.0370710784314,19.1138883585025,31.7509722867696,0,19.4421294048968,22.9042295146847,0,11.0319795348837,0,0,0,0,0,0,36.4380358534684,0,0,0,28.7443267776097,0,13.8280616382806,23.0814792877503,0,13.6806474107422,45.439613923127,0,22.0379140995221,29.3432460541759,0,0,40.3985823155459,0,46.2712357838911,9.85776417892025,23.5417313164953,0,57.4832731520816,25.7493498791003,23.3835084729717,0,0,6.97716346153846,0,42.1361745921474,0,0,0,14.2207444744975,50.6383183692343,0,0,0,0,0,0,35.9727014410392,37.6560612162706,30.0435449957509
"19","1978",0,0,0,0,0,0,0,51.9555448889604,68.058799882661,46.0976480128857,0,10.2444360301233,0,34.3568190464177,0,14.3067317549249,0,14.0053645940617,21.4505263539173,14.3097126896709,0,0,0,0,0,22.7806309611152,0,33.0908752426797,0,18.893630031969,94.3300025980467,0,37.4169137948666,0,0,0,0,0,36.0011018516243,47.7101208278956,16.4796935114389,15.9570426584458,0,29.500756429652,29.964254574282,0,0,26.0675173804563,29.3928207625787,16.9213006257427,0,0,33.1293174792057,0,0,0,10.1210021949726,22.6901788378783,28.1232525980061,0,43.9480014155202,36.2457637248205,38.1557873160244,0,0,27.0858915242842,26.1683964871338,0,0,0,0,0,0,33.6269126079083,17.9578467673028,27.877720559095,0,0,57.826409495549,0,0,12.0270656628228,0,10.64453125,19.9873605247197,0,0,10.5153480173641,0,21.1965465951785,30.8432594462412,0,0,23.5662951937028,0,0,0,0,39.645467184148,39.8236784266279,0,0,0,0,0,25.3244196137718,0,45.6827943887444,68.946843380362,0,0,0,0,20.1810637495285,0,0,17.4325155020417,0,0,0,17.5320296695887,30.2112942018327,0,39.9719420929347,0,0,0,0,0,39.3229751360583,0,0,0,27.5348972202039,35.3415172122624,37.8328679582896,21.3050043140638,42.0095050611784,0,0,0,0,31.343148275737,0,0,0,0,55.7194459646703,30.8097817715019,0,38.8975975851119,0,9.81251123233117,63.259138263384,0,41.6205965151637,0,0,0,26.9954855464181,22.6417765883623,0,38.5036839465766,0,0,0,14.9571652643993,0,0,28.2289587687053,29.6030538733102,11.1443341315899,35.160744500846,0,61.78550852768,0,20.6426440731793,24.5616707308045,34.0269839453499,40.7965743633031,0,25.4182055181403,0,0,38.0322436184505,0,23.5702637175934,0,0,0,0,0,0,0,22.1221446962049,23.8950692580645,59.8975339995822,11.0716380939965,19.859759691478,31.4084875718477,0,19.4249846657938,25.0246166830778,0,6.92354583486239,0,0,0,0,0,0,33.2766825288919,0,0,0,32.0729237002026,0,13.8029589778077,24.2366235450307,0,13.1773778353628,43.9320762479635,0,22.4576260592672,29.5575574994281,0,0,40.2494756627048,0,41.5565335854828,11.945756178151,23.8950692580645,0,55.4645811921757,26.3698216514352,22.9154813831468,0,0,5.11443250817375,0,39.6258980072784,0,0,0,15.2227347110132,49.5832248905714,0,0,0,0,0,0,37.1044656386487,39.3699737859333,29.8858707273335
"20","1979",0,0,0,0,0,0,0,57.796423685943,71.3555523848691,44.0281237970279,0,11.4370690820603,0,33.4231485713898,0,14.7154336475697,0,13.3433454489017,20.6600047707038,15.6864548108505,0,0,0,0,0,19.9934123847167,0,32.5773195876289,46.1313726538209,18.6902024771935,96.1233954460843,0,42.7267285243939,0,0,0,0,0,37.2957913649067,46.9541240200304,17.0600028631478,20.6417273329599,0,36.3921647058824,29.5235515642862,0,0,26.4567256949944,27.1825885507683,16.9134733134146,0,0,33.216891873557,0,0,0,10.1679801718434,22.0254884964004,28.9000343165782,0,45.2249631240244,37.7971495905098,42.8521631075202,0,0,28.6975051683782,34.7293569254186,0,0,0,0,0,0,34.3091025833124,19.7019478995541,27.4718332959011,0,0,61.7592305305616,0,0,12.2811990645596,0,11.6461969733695,19.8626757054131,0,0,11.1990070498427,0,21.5246929700492,30.2013422818792,0,0,24.5326614745998,0,0,0,0,40.9853313521459,41.3022482574294,0,0,0,0,0,25.9922062250303,0,45.7533747535573,75.3107314277527,0,0,0,0,21.6488549618321,0,0,17.3203995365205,0,0,14.7495997936777,17.4041669289356,31.5585622008314,0,38.1407068926065,0,0,0,0,0,38.8633998867648,0,0,0,28.5258037547483,37.0532262551188,39.144976521596,25.0943512075317,43.5909108184642,0,0,0,0,32.667665973599,0,0,0,0,59.8588973579498,31.1760169491525,0,40.1302251297706,0,8.83001745230318,63.638019620465,0,44.6253279583512,0,0,0,29.874630134107,21.9169493251408,0,39.8306619420989,0,0,0,18.7405306838261,0,0,28.3082115892288,32.0998115710957,11.2041408453561,34.6347120216467,0,64.2186894145017,0,21.4821845419798,24.6720277833355,35.8342894224553,41.4042340473091,0,29.0824433981108,0,0,37.6611764705882,0,22.8591869253962,0,17.4443042876916,0,0,0,0,0,18.7376516845684,24.602185754462,64.5452175624704,0,19.8176693069422,33.0870527690008,0,19.192785798106,23.6537291304445,0,8.83695047301057,0,0,0,0,0,0,33.8210862619808,0,0,0,31.1328913231479,0,15.1135376597593,26.2559655154719,0,10.51442385309,45.2093377249692,0,22.509398637051,30.3453204378178,0,0,39.7618112196353,0,44.5566401093931,13.1491950519406,24.602185754462,0,57.6354818812171,28.8945927446954,25.6434253626579,0,0,4.13506153504517,0,40.6961283761098,0,0,0,16.7756846809644,51.8895526555212,0,6.04878122546113,0,0,0,0,39.7532027128862,41.9899263268681,31.6794797077501
