"","Albania","Algeria","Angola","Antigua and Barbuda","Argentina","Australia","Austria","Bangladesh","Barbados","Belgium","Benin","Bolivia","Bosnia and Herzegovina","Brazil","Bulgaria","Burkina Faso","Cambodia","Cameroon","Canada","Central African Republic","Chad","China","Colombia","Congo","Cote d'Ivoire","Croatia","Cuba","Denmark","Djibouti","Dominica","Dominican Republic","Egypt","Ethiopia","France","Gabon","Germany","Ghana","Greece","Grenada","Guinea","Guinea-Bissau","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Japan","Jordan","Kenya","Kuwait","Laos","Lesotho","Luxembourg","Madagascar","Malawi","Malaysia","Mali","Mauritania","Mauritius","Mexico","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Netherlands","Niger","Nigeria","Norway","Pakistan","Paraguay","Peru","Philippines","Portugal","Romania","Russia","Rwanda","Saint Lucia","Saudi Arabia","Senegal","Serbia","Slovakia","Slovenia","South Africa","South Korea","Spain","Sri Lanka","Sweden","Switzerland","Syria","Tanzania","Thailand","The Gambia","Togo","Trinidad and Tobago","Tunisia","Turkey","Uganda","Ukraine","United Kingdom","United States","Uruguay","Venezuela","Vietnam","Zambia","Zimbabwe"
"Shellfish","0.041621457","0.005559299","0.002262529","0.520971433","0.048318331","0.148375595","0.047333032","0.021388129","0.10519689","0.067108118","0.009179815","0.000330904","0.009407137","0.012312175","0.014868001","0.000338651","0.041570952","0.028748199","0.121208324","0.000169567","0","0.242820514","0.004756324","0.00175352","0.001838866","0.104064029","0.022400199","0.271012698","0.001946586","0.021531648","0.015652332","0.008675175","0","0.151973738","0.009101551","0.023517048","0.000313475","0.106041419","0.050952881","0","0.000492396","0.009564169","0.25744413","0.007653481","0.082971916","0.003858861","0.002031019","0.02939309","0.224315787","0.002129896","0.001015772","0.034650765","0","0.000469157","0.238689182","0.033702636","0","0.146978405","0.000662533","0.02031575","0.082925897","0.060397713","0.000669535","0.068759984","0.020025335","0.012323782","0.00214147","0.056306265","0.075779978","0","0.008975821","0.18873017","0.001291327","0.003257981","0.07280051","0.040598814","0.18973408","0.013978368","0.033716393","0","0.201224032","0.024355106","0.012880277","0.005274022","0.0025121","0.069201035","0.007574727","0.295367582","0.296679766","0.029547159","0.134192915","0.075283075","0","0.001341748","0.244306018","0.01271413","0.000340292","0.046129762","0.012995646","0.016954833","0","0.035560319","0.071136521","0.150900425","0.041724983","0.052624833","0.222170612","0.000149318","0"
"Eggs","0.002091994","0.00146805","9.6089E-06","0.000681834","0.002142066","0.001932916","0.003142466","0.000472992","0.001752235","0.00143219","0.000129297","0.000957004","0.001188005","0.001636638","0.001243493","0.000467795","0.000146707","7.66622E-05","0.001923977","0.000101611","3.00286E-05","0.004390036","0.001742538","4.66513E-05","0.000379641","0.001623508","0.002222609","0.003605558","0.000389361","0.000786959","0.001371373","0.000409406","5.13137E-05","0.001521959","0.000196475","0.001669322","0.00012818","0.00216157","0.002247086","0.000295973","0.000176427","0.003061795","0.002693519","0.00042449","0.001910025","0.001037238","0.0015479","0.001765286","0.002297572","0.000718511","0.000331832","0.003523972","0.000246208","6.19204E-05","0.003742001","0.00013623","0.000231517","0.002374681","6.05776E-05","0.000424048","0.001511472","0.002484519","0.000760778","0.002284803","0.001923433","0.000409361","0.002116909","0.000245296","0.002276501","5.51463E-05","0.000646108","0.002704284","0.000463319","0.00405498","0.001319491","0.000580132","0.001349163","0.001810128","0.003721109","5.15883E-05","0.000856593","0.001765592","0.000273989","0.001833536","0.001914859","0.00212218","0.000748844","0.001529149","0.00318145","0.000685041","0.001877406","0.001433131","0.001276859","0.000138026","0.002691553","0.000210846","0.000277361","0.000746377","0.001785771","0.001555532","9.95923E-05","0.003883097","0.002530467","0.00373411","0.002635574","0.00119942","0.000688303","0.000387051","0.000328407"
"Total Salt","0.078028027","0.153692833","0.170735082","0.037898019","0.003136692","0.002162074","0.076844961","0.032804769","0.033620752","0.067684198","0.079639718","0.004195256","0.069694066","0.04746077","0.002569553","0.140117877","0.030987319","0.095073225","0.026224105","0.093031247","0.082583841","0.01618626","0.002164469","0.068875374","0.1317645","1.680224122","0.03133154","0.071494331","0.073937148","0.038755078","0.02934859","0.147438473","0.14576935","0.001609045","0.036008469","0.000401714","0.071940966","0.042971423","0.039943972","0.088642592","0.091092165","0.003677186","0.065897341","0.032177785","0.012401257","0","0.034519739","0.061419948","0.003105986","0.053581961","0.116968212","0.048738257","0.03190015","0.08327706","0.078457519","0.067091287","0.097666022","0.00285955","0.171659601","0.029840644","0.090668179","0.006223602","0.111371272","0.083011873","0.087910451","0.128517676","0.014937652","0.133949563","0.050038762","0.134129771","0.094567966","0.072136825","0.021617173","0.003768079","0.004429228","0.017186618","0.002280053","0.094184603","0.072819834","0.113639743","0.03763497","0.042884212","0.078765028","0.054723354","0.070607689","0.071404151","0.188449947","0.056213869","0.03164306","0.023368519","0.081661358","0.066509375","0.051387797","0.085039745","0.07809153","0.078122799","0.116885429","0.028888567","0.099832416","0.017428266","0.070845174","0.07105569","0.029018955","0.088106446","0.00488021","0.036811911","0.008500686","0.112433278","0.082813593"
"Added Sugars","0.066562046","0.362127036","0.099922126","0.362764941","0.238139513","0.328544604","0.12666741","0.192470311","0.376407792","0.089998424","0.053339891","0.788289637","0.139701983","0.21786501","0.106613283","0.061049651","0.24126483","0.069363657","0.429516398","0.070273133","0.079305476","0.1504715","0.462781963","0.340389599","0.094014469","0.169389952","0.3544622","0.138963769","0.331390664","0.498028934","0.331522059","0.25596517","0.04929119","0.063880316","0.105150858","0.065420599","0.097392558","0.268689895","0.329325925","0.162546357","0.044346279","0.128302671","0.161623097","0.113479398","0.229717605","0.278716674","0.236402318","0.231897358","0.329314187","0.246058036","0.124034937","0.325320363","0.497019838","0.181916915","0.431620056","0.053465194","0.080598769","0.400310279","0.091759173","0.287448253","0.33941041","0.071006579","0.896987027","0.804015853","0.254633559","0.103712849","0.297345172","0.310972156","0.315397818","0.034982945","0.090326975","0.318090335","0.172473122","0.224431079","0.194159519","0.185172702","0.130052138","0.104534064","0.191267936","0.100929949","0.296731196","0.26936739","0.11206538","0.266559758","0.162904911","0.154906417","0.257112933","0.342422553","0.065574767","0.221584609","0.095522441","0.182320953","0.348617145","0.071706002","0.366627097","0.726994739","0.151957706","0.426472423","0.180217118","0.094192446","0.18415596","0.181283967","0.289660691","0.328851651","0.373331723","0.2537025","0.069422551","0.091271475","0.275232026"
"Non-Starchy Vegetables","5.160973274","2.809574177","0.635785449","1.398490661","1.131141456","1.502967906","1.384529432","0.561450538","1.168610365","1.754490043","0.890558091","0.63548966","3.651586356","0.800990786","1.518184819","0.288968394","0.622252621","2.266794824","1.55216426","0.794600531","0.114455567","5.878994521","0.99552062","0.594246953","0.614982488","4.27667086","3.603853409","1.711476124","1.252024458","2.522514732","1.559907727","2.572577118","0.882954067","1.528965311","0.924563885","1.382259877","0.991338647","2.801547957","2.738043711","1.198629894","0.886589682","1.462204616","1.178446171","1.345148382","0.694010927","1.864316814","1.939604031","1.477590469","1.387585355","1.812159829","1.304923685","2.772846864","3.54573647","0.407840196","1.669017113","0.350568711","1.417807596","1.091202439","1.76416652","0.777393648","1.020340855","1.180541163","0.938808898","2.975920627","1.886280844","0.561927402","1.37664142","2.640528086","1.014714011","1.532802146","1.529755487","1.125197714","0.422965288","0.784837172","1.189834145","0.970842335","1.673714932","3.279239308","1.596187286","0.85566506","0.733137456","1.695839","1.950935277","1.294497636","1.010778275","1.471009356","0.598550691","3.000350791","1.859262118","0.873227402","1.289726572","1.518854858","2.109534736","0.876073118","0.925443577","0.302343929","0.419584704","0.737428699","4.232416446","3.612019651","0.49048057","2.685660282","1.204878763","1.668555415","0.935649883","0.96000166","2.609262007","0.356532163","0.247380174"
"Potatoes","1.782798416","2.633938615","0.450059915","0.585307952","0.657333048","2.22929489","0.925138066","0.948801641","1.79547729","1.385279893","0.004913328","3.499531623","3.264749249","0.325697332","0.551638979","0.062298872","0.003991133","0.102440053","1.188876413","0.006264772","0.037591931","2.247563789","2.868592816","0.026636251","0.010866804","1.807704327","0.620363204","0.948988491","0.332653786","0.509083359","0.517514186","1.544244015","0.121372464","0.754420497","0.063228099","0.900401468","0.001988855","1.018423479","0.499110215","0.087091584","0.019565428","0.587412947","1.621513157","0.48061445","0.074941006","0.544997179","0.802959347","1.260684675","0.307240083","0.980100087","1.573567381","0.86307043","0.013071774","0.86722315","1.538348462","0.097032906","0.772672672","0.744759205","0.334354753","0.12839568","0.369094914","0.247051277","1.891643287","0.662994804","2.050893019","0.148008659","0.393387587","0.707279322","1.094956491","0.143358491","0.077147128","0.842416034","0.795442833","0.270809777","2.632005644","0.047335568","0.941557461","1.610019345","1.65687679","1.902566889","0.561078177","0.764582291","0.120753688","0.876307355","0.851173821","1.806173226","1.886095357","0.17957063","1.047838022","0.235141402","0.81194628","0.8032352","1.314692672","0.662660846","0.164616997","0.103324507","0.021077683","1.47572697","1.49109655","1.248374452","0.070620354","5.108318459","1.243890419","0.768204352","1.490670728","0.737496943","0.221475004","0.028290564","0.034010333"
"Other Starchy Vegetables","0","0","0.721006036","0.634888799","0.142381368","0.189106869","0.019189707","0.039022819","0.616391121","0.099394821","3.168629024","0.47826023","0.004808273","0.029652649","0.038705646","0.336921612","0.037250933","6.227953292","0.030477868","7.733764749","0.597361945","1.455656991","0.557584041","0.282242633","18.26504723","0.024958033","6.091033226","0.001530241","0","5.559490635","1.224048517","0.047357299","0.286148062","0.007722882","12.2531295","0.000983089","4.987719443","0.048473211","1.811176959","4.41134382","0.390421994","0.103823587","1.073839606","0.014675738","0.106772565","0","0","0.002901162","0.106901428","0","1.129749651","0.017337261","0.194069934","0.017695599","0.111373339","1.472857338","4.10773737","0.015276057","0.346170881","0.021013423","0.034957929","0.005291067","0.002091156","0.025162728","0.037861057","0.910751798","1.663486156","0.046063845","0.056368495","0.310588856","10.51231479","0.037128619","0.001052918","0.455078035","0.103131666","0.519766492","0.008667657","0.058146826","0","2.176616621","0.863630316","0.247532305","0.139248865","0","0.047418939","0.013638305","0.021146818","0.068118115","0.048090062","2.353350146","0.006612408","0.02309982","0.005035982","1.07967109","0.011987056","0.002062811","5.825883923","0.081114917","0.002133456","0","3.964483985","0","0.040277613","0.064756694","1.344091365","1.719028308","0.104946978","0.155315609","0.167068155"
"Beans And Legumes","0.098764597","0.465232028","0.162388233","0.186045328","0.054258534","0.042130286","0.068479894","0.120380832","0.135454975","0.058656107","0.198695886","0.072328241","0.460154461","0.224226954","0.044414364","1.236844896","0.170475491","0.472150571","0.2060912","0.184073915","0.149551861","0.110043196","0.13503683","0.04472204","0.047609831","0.027076324","1.314114061","0.06300458","0.264485537","0.301326381","0.160914321","0.082803365","0.382874976","0.030920152","0.003570477","0.028771639","0.110288422","0.088472872","0.280935654","0.079271992","0.032746026","0.086651304","0.018488118","0.251693798","0.03500548","0.075757671","0.288504452","0.096812384","0.15479187","0.108491749","1.022444843","0.393367439","0.15087975","0.061561663","0.041678271","0.165302339","0.343297046","0.049428402","0.16676575","0.168138775","0.171026134","0.166962727","0.033241633","0.164035898","0.483017873","0.285061032","0.881024064","0.521918833","0.052160405","1.413023121","0.47994727","0.367622652","0.084543342","0.612314136","0.161717696","0.021225379","0.058639214","0.044100373","0.060781498","0.617413161","0.390489858","0.375776013","0.085023001","0.079966586","0.028427292","0.082409768","0.024935221","0.097667705","0.193949753","0.196082385","0.03332625","0.041009521","0.604488015","0.382328288","0.146497222","0.01506961","0.725305585","0.153596361","0.162042918","0.276191935","0.257220424","0.099917069","0.056544754","0.058261276","0.204591821","0.3275038","0.172843737","0.070112553","0.201022331"
"Sugar-sweetened Beverages","0.030003777","0.007360769","0.04795679","0.040990142","0.048695835","0.073068435","0.074505241","2.83848E-05","0.029714336","0.072717132","0.059975741","0.030054702","0.111708491","0.04423652","0.061190882","0.150657211","0.022253468","0.042886803","0.046757759","0.010742209","0.003188971","0.026939335","0.038628753","0.056041083","0.01291399","0.077937157","0.052963626","0.064959874","0.002015251","0.022060766","0.079343211","0.001011157","0.012359211","0.049277065","0.059016503","0.065059654","0.012915982","0.038677843","0.051607067","0.001873723","0.019978009","0.074843439","0.065050233","0.001962682","0.000722836","0.000586555","0.001940379","0.110877184","0.024074165","0.000453244","0.026601302","4.29313E-05","0.008633648","0.028856537","0.116662317","0.004088915","0.014825141","0.006890755","0.056979354","3.22621E-05","0.022413314","0.041615178","0.031293445","0.117727001","0.003296536","0.008456031","0.004518464","0.124332269","0.052991816","0.000423736","0.009934519","0.047107326","0.000190448","0.112226192","0.045028607","0.011294121","0.065314246","0.079932183","0.050111379","0.014340129","0.104414708","0","0.002260058","0.076927879","0.063365811","0.058535215","0.049204218","0.045990541","0.076408503","0.006648836","0.050650915","0.053397803","0.000524555","0.038733745","0.043977434","0.006178679","0.007910774","0.0235339","0.008544588","0.009938655","0.044376279","0.036799179","0.05937416","0.05484897","0.049827583","0.026392218","0.021776219","0.024945208","0.023079844"
"Fruit Juices","0.01488059","0.034151315","0.018346831","0.038472918","0.001661273","0.012886516","0.003433128","0.009248665","0.003269418","0.002254174","0.011220299","0.003258425","0.013406601","0.033644553","0.006148423","0.042431828","0.019291962","0.007853458","0.008857209","0.002639868","0.006470755","0.000989543","0.005768365","0.003141279","0.012543368","0.013783425","0.038147637","0.028448616","0.002931127","0.009317906","0.00772539","0.009053017","0.001153032","0.008251786","0.007940572","0.006533","0.009795882","0.019660302","0.02333772","0.009832872","0.008393056","0.007801637","0.009171367","0.009350717","0.006355731","0.011627937","0.02280685","0.015197794","0.008067079","0.002562715","0.030467732","0.051960811","0.055511683","0.005618306","0.075313332","0.024931273","0.009191013","0.006728832","0.006205663","0.006615396","0.010122158","0.004228067","0.050825911","0.014003147","0.067671106","0.005577087","0.062383856","0.04506716","0.008685826","0.012214762","0.021283812","0.005266019","0.000529476","0.019546647","0.003411597","0.010980702","0.002829533","0.004677328","0.020372625","0.002446487","0.025780556","0.001746263","0.018279372","0.027709271","0.014612398","0.003015056","0.006545172","0.001083701","0.029224198","0.013919826","0.007302917","0.008665072","0.02620796","0.004468222","0.018261997","0.002552147","0.055365261","0.014946144","0.029150413","0.017450185","0.015551669","0.054197499","0.006081389","0.012358667","0.010497285","0.041503445","0.009898199","0.011937223","0.029137639"
"Coffee","0.001113683","0.316049491","0.055281432","0.000670155","0.000258883","0.003739532","0.002394448","1.15431E-05","0.001222793","0.001470194","0.002899435","0.001651234","0.003625226","0.001893239","0.001898719","0.057219231","0.000232222","0.034180492","0.00186131","0.344817155","0","5.67968E-05","0.001188003","0.175401207","0.005257758","0.002729125","0.000851975","0.002401804","0.036530913","0.00246996","0.000881627","0.048999108","0.240905781","0.001779715","0.024418521","0.001795245","0.000614465","0.001480811","5.50726E-05","0.130039636","0.003641003","0.000739996","0.005326485","0","0.00016067","4.25761E-05","0.000148233","0.001019593","0.00118125","0.001477849","0.007156467","0.001678634","0.006643699","0.00808916","0.010254543","0.175116121","0.046881495","6.3058E-06","0.002856423","0","0.046573157","0.000169874","0.000252443","0.002596294","0.176055671","0.005651041","0.00037985","0.101706265","0.001997271","0.009883506","0.004661892","0.002801502","0","0.000541429","0.001466361","0.002026179","0.001638806","0.000939864","0.000448205","0.05874899","0.000192784","0.001412577","0.13832226","0.002036528","0.001069712","0.00275617","0.191858424","0.000623992","0.001356188","0.000346705","0.002970773","0.002465198","0.000921664","0","0.000389687","0.020242017","0.159246002","0.000588023","0.240232343","0.000337443","0.045521071","0.000774174","0.000800271","0.001260613","0.000591531","0.001619398","0","0.00661303","0.013843912"
