"","Aruba","Africa.Eastern.and.Southern","Afghanistan","Africa.Western.and.Central","Angola","Albania","Andorra","Arab.World","United.Arab.Emirates","Argentina","Armenia","Antigua.and.Barbuda","Australia","Austria","Azerbaijan","Burundi","Belgium","Benin","Burkina.Faso","Bangladesh","Bulgaria","Bahrain","Bahamas..The","Bosnia.and.Herzegovina","Belarus","Belize","Bermuda","Bolivia","Brazil","Barbados","Brunei.Darussalam","Bhutan","Botswana","Central.African.Republic","Canada","Central.Europe.and.the.Baltics","Switzerland","Channel.Islands","Chile","China","Cote.d.Ivoire","Cameroon","Congo..Dem..Rep.","Congo","Colombia","Comoros","Cabo.Verde","Costa.Rica","Caribbean.small.states","Cuba","Curacao","Cayman.Islands","Cyprus","Czechia","Germany","Djibouti","Dominica","Denmark","Dominican.Republic","Algeria","East.Asia...Pacific..excluding.high.income.","Early.demographic.dividend","East.Asia...Pacific","Europe...Central.Asia..excluding.high.income.","Europe...Central.Asia","Ecuador","Egypt","Euro.area","Eritrea","Spain","Estonia","Ethiopia","European.Union","Finland","Fiji","France","Faroe.Islands","Micronesia..Fed..Sts.","Gabon","United.Kingdom","Georgia","Ghana","Guinea","The.Gambia","Guinea.Bissau","Equatorial.Guinea","Greece","Grenada","Greenland","Guatemala","Guyana","High.income","Hong.Kong.SAR..China","Honduras","Heavily.indebted.poor.countries..HIPC.","Croatia","Haiti","Hungary","IBRD.only","IDA...IBRD.total","IDA.total","IDA.blend","Indonesia","IDA.only","Isle.of.Man","India","Ireland","Iran..Islamic.Rep.","Iraq","Iceland","Israel","Italy","Jamaica","Jordan","Japan","Kazakhstan","Kenya","Kyrgyz.Republic","Cambodia","Kiribati","St..Kitts.and.Nevis","South.Korea","Kuwait","Latin.America...Caribbean..excluding.high.income.","Laos","Lebanon","Liberia","Libya","Saint.Lucia","Latin.America...Caribbean","Least.developed.countries..UN.classification","Low.income","Liechtenstein","Sri.Lanka","Lower.middle.income","Low...middle.income","Lesotho","Late.demographic.dividend","Lithuania","Luxembourg","Latvia","Macao.SAR..China","Morocco","Monaco","Moldova","Madagascar","Maldives","Middle.East...North.Africa","Mexico","Marshall.Islands","Middle.income","North.Macedonia","Mali","Malta","Myanmar","Middle.East...North.Africa..excluding.high.income.","Montenegro","Mongolia","Mozambique","Mauritania","Mauritius","Malawi","Malaysia","North.America","Namibia","New.Caledonia","Niger","Nigeria","Nicaragua","Netherlands","Norway","Nepal","New.Zealand","OECD.members","Oman","Other.small.states","Pakistan","Panama","Peru","Philippines","Palau","Papua.New.Guinea","Poland","Pre.demographic.dividend","Puerto.Rico","Portugal","Paraguay","West.Bank.and.Gaza","Pacific.island.small.states","Post.demographic.dividend","French.Polynesia","Qatar","Romania","Russia","Rwanda","South.Asia","Saudi.Arabia","Sudan","Senegal","Singapore","Solomon.Islands","Sierra.Leone","El.Salvador","San.Marino","Somalia","Serbia","Sub.Saharan.Africa..excluding.high.income.","South.Sudan","Sub.Saharan.Africa","Small.states","Sao.Tome.and.Principe","Suriname","Slovakia","Slovenia","Sweden","Eswatini","Sint.Maarten..Dutch.part.","Seychelles","Syria","Turks.and.Caicos.Islands","Chad","East.Asia...Pacific..IDA...IBRD.countries.","Europe...Central.Asia..IDA...IBRD.countries.","Togo","Thailand","Tajikistan","Turkmenistan","Latin.America...the.Caribbean..IDA...IBRD.countries.","Timor.Leste","Middle.East...North.Africa..IDA...IBRD.countries.","Tonga","South.Asia..IDA...IBRD.","Sub.Saharan.Africa..IDA...IBRD.countries.","Trinidad.and.Tobago","Tunisia","Turkey","Tuvalu","Tanzania","Uganda","Ukraine","Upper.middle.income","Uruguay","United.States","Uzbekistan","St..Vincent.and.the.Grenadines","Vietnam","Vanuatu","World","Samoa","Kosovo","Yemen..Rep.","South.Africa","Zambia","Zimbabwe"
"59",11.3581680555627,27.85973207421,13.3872469597976,26.681098921084,47.9315418514046,23.7535862152793,11.0763337210625,44.6725476603485,46.9189575898931,23.7195923321304,24.7565578476257,20.6520988023085,24.1240577727471,25.7190926354333,52.250536882585,11.1072170298745,18.9641251486969,14.6419567509163,25.5894433780973,31.9828135899766,22.1871470437128,41.4758871750475,12.4534314114047,23.7113591895767,31.265533028123,13.6640139539954,5.7012359712742,26.2465894695308,18.7490514525621,13.5322840151688,63.244818370328,35.2652134465773,34.8003276690785,20.5557559569889,24.6223059554353,27.7962551964971,24.4239571771375,7.92367534573223,27.8615227738238,39.6870118233885,19.1116818893978,24.6822312095632,65.8764295078008,54.391991835456,26.8954667535946,8.87679586458954,14.6286899740782,19.5581432647296,17.8566129809763,24.8779064616327,14.4127504348654,7.41439077440039,12.0224270287232,31.2449402120943,25.9385391984565,13.9916053923181,16.1501588912329,20.5755636281273,28.8112847763176,35.3432586054084,39.2171199891094,32.9537180872597,35.1877381238313,30.034402746745,23.1805450198827,28.0147495283775,35.32987502651,21.6728374765412,0,19.7385743840512,23.288660554967,27.3057021409277,22.2273891679074,24.1107349992454,15.5373186382605,16.725283255726,17.8879353159704,4.86645408163265,47.1270856238547,17.9003523665802,20.9042764578834,31.1777436281076,33.3410014345781,17.3104257988738,16.3705721944585,57.2950816179221,13.6804076386379,13.4331770166911,18.2130067733894,21.426432384342,26.2597639752552,23.1286906359728,6.47887850480474,26.5924587973715,27.6875900384113,19.2899088316712,24.1385210331551,25.0848220572613,34.9254802395444,34.3157427349852,26.4811051040171,23.4653928007408,39.7297374523848,28.8898172213763,8.02155779521804,26.4120919013735,36.8782374335931,37.3527826815851,54.1699427538136,19.8218480286442,18.8789371636705,20.9865490224579,20.3485409552147,24.077832929113,29.0140076866127,33.4962004017876,17.313146131064,27.4785136821163,36.8714237524226,11.0818130363672,24.5506901344489,34.0458023068892,60.127653727139,24.7224416617889,31.533192488879,13.8056023781184,16.9238649522893,49.676758007488,9.85874995507314,29.1127034893482,30.9289555048749,28.8701497985999,41.7550346850839,30.056819524642,27.6114539036,33.9901354321355,31.139042579725,36.284405957036,25.5788787201366,10.9806523373367,19.3453568005874,4.09066117205018,25.2413538068182,13.1470370674776,22.1479763600006,21.4819574714216,13.0536487046675,41.3972447504561,32.0438654544068,12.1986818181818,34.0650512558145,24.0504298826712,20.7455355989539,11.5158115860279,36.9634615021809,36.5662586350693,15.9341257910459,37.975670332755,25.3339200589579,23.6350387192204,17.5995456427096,18.3907940135861,38.2914391724977,18.9856952276001,26.869904619845,0,19.6976779523853,25.7333065832929,24.9951336778689,17.3241048530815,32.6446122707692,13.2006396345706,20.3218441861301,22.1692284643657,53.893531150523,25.8975147578042,18.5890515927482,28.3264606122134,31.6240835005495,30.5637401551561,8.93695046841876,36.9240450738372,28.8614617242515,32.3715253580447,50.6557670954584,19.3820435381975,33.5561752136371,19.2841256773528,14.1649233869863,21.4744051138522,10.2875467388464,60.3815234948425,28.9118660009172,32.5542980530841,17.3499797528636,26.0235047634252,49.1340096620488,20.7757619010592,24.0134453886227,25.3939316090861,17.6016377236886,17.510686344572,25.0755067570813,36.2169203250722,0,25.9062104044071,27.3659328570052,0,27.3503652752298,24.1727477325974,8.38826200521501,36.7622415479102,28.5930165310765,28.0718729650095,22.1851163555491,34.2884918438329,6.53037877010542,11.8099756005606,18.4959516128679,0,31.4687615533908,39.2102328620172,30.5287780386341,21.0296076221699,34.7424896675041,34.3983608033865,44.9063982786535,28.9173641927428,16.4990219080011,36.7570450261091,15.3387532202986,26.0235047634252,27.3503652752298,38.5515544293264,23.6862252235906,29.4385975286566,0,27.0077655110967,26.2360116484378,23.2933329813033,35.7199045088275,18.3333889739776,18.5195461519261,28.6428986359695,14.5575849461195,36.5424334086447,10.0295717064264,27.133241229402,11.7204111149327,27.9083585287373,25.4429978433173,23.5370608392744,34.4853215849232,31.0378976983886
