"","Albania","Algeria","Angola","Antigua and Barbuda","Argentina","Australia","Austria","Bangladesh","Barbados","Belgium","Benin","Bolivia","Bosnia and Herzegovina","Brazil","Bulgaria","Burkina Faso","Cambodia","Cameroon","Canada","Central African Republic","Chad","China","Colombia","Congo","Cote d'Ivoire","Croatia","Cuba","Denmark","Djibouti","Dominica","Dominican Republic","Egypt","Ethiopia","France","Gabon","Germany","Ghana","Greece","Grenada","Guinea","Guinea-Bissau","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Japan","Jordan","Kenya","Kuwait","Laos","Lesotho","Luxembourg","Madagascar","Malawi","Malaysia","Mali","Mauritania","Mauritius","Mexico","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Netherlands","Niger","Nigeria","Norway","Pakistan","Paraguay","Peru","Philippines","Portugal","Romania","Russia","Rwanda","Saint Lucia","Saudi Arabia","Senegal","Serbia","Slovakia","Slovenia","South Africa","South Korea","Spain","Sri Lanka","Sweden","Switzerland","Syria","Tanzania","Thailand","The Gambia","Togo","Trinidad and Tobago","Tunisia","Turkey","Uganda","Ukraine","United Kingdom","United States","Uruguay","Venezuela","Vietnam","Zambia","Zimbabwe"
"Shellfish","0.030575759","0.002354625","0.001662088","0.213075635","0.037180997","0.121197933","0.035652262","0.018583502","0.043223915","0.053995023","0.007063875","0.000274987","0.003984366","0.010457199","0.010579178","0.000138507","0.036486908","0.023130729","0.107110597","0.000138507","0","0.206331812","0.003987306","0.001523581","0.001385074","0.060203761","0.00928401","0.111377795","0.001385074","0.008979616","0.013088932","0.007209208","0","0.134079333","0.003739699","0.020828546","0.000277015","0.081072771","0.021307564","0","0.000412784","0.004658913","0.220286624","0.006584104","0.072604505","0.003306703","0.000826676","0.018654409","0.204887682","0.001791131","0.000420998","0.027555856","0","0.000415522","0.129072051","0.013850736","0","0.119917805","0.000554029","0.017923637","0.064405922","0.052614421","0.000274277","0.039084446","0.008351419","0.008171934","0.001181881","0.023546251","0.067136209","0","0.004372316","0.154580603","0.000970261","0.001374933","0.030248531","0.036421767","0.169122914","0.010696796","0.02495919","0","0.082186316","0.009782329","0.011080589","0.003291322","0.001782799","0.04306146","0.006648353","0.273982277","0.196729182","0.018929298","0.115629903","0.05747204","0","0.00112834","0.102218164","0.010803574","0.000138507","0.038049221","0.011119954","0.008381869","0","0.014536671","0.055249487","0.140118757","0.016657389","0.02123817","0.151280755","0.000138507","0"
"Eggs","0.00168625","0.000742437","7.74524E-06","0.000341897","0.001778086","0.00092611","0.001584455","0.000403859","0.000967049","0.000909513","0.000107327","0.000819889","0.00060081","0.001341034","0.000894022","0.00023457","0.000127243","4.86844E-05","0.001660801","4.86844E-05","2.65551E-05","0.002188584","0.001508109","3.98327E-05","0.000191418","0.000814357","0.00110425","0.001757064","0.000279935","0.000396114","0.001177277","0.000350749","4.20456E-05","0.001314478","0.000108433","0.001461638","0.000110646","0.001074376","0.001135231","0.000231251","0.000152692","0.001525813","0.001303414","0.000365133","0.001679611","0.000917258","0.001222642","0.000887384","0.002195223","0.0006163","0.000164863","0.001674079","0.000199163","5.42167E-05","0.001820132","6.63878E-05","0.000115072","0.001965079","5.20038E-05","0.000366239","0.000736905","0.002219565","0.000570935","0.001147402","0.000968155","0.000203589","0.001045608","0.000123924","0.001950695","2.76616E-05","0.000321981","0.001322224","0.000373985","0.002052489","0.001148509","0.00050676","0.001170638","0.001484874","0.001827877","4.5365E-05","0.000424882","0.000867467","0.000235677","0.001062205","0.001401889","0.001063311","0.000649494","0.001420699","0.001582242","0.00045365","0.001594414","0.001119741","0.00063511","0.000118392","0.001333288","0.000105114","0.00021908","0.000372878","0.000864148","0.000961517","9.51558E-05","0.001919714","0.001233707","0.001793577","0.001271326","0.000587532","0.000343004","0.000359601","0.000156011"
"Total Salt","0.07787876","0.089761413","0.100283399","0.035484068","0.003133815","0.002153675","0.076625441","0.032708078","0.033412907","0.067428949","0.073273579","0.004105171","0.068735641","0.047441802","0.002569315","0.084429899","0.030875139","0.088681095","0.026216577","0.082462957","0.075527432","0.01618014","0.002157135","0.066135519","0.121827506","1.661091038","0.031116319","0.071348386","0.073541817","0.036266191","0.029004995","0.085447423","0.135600663","0.001608243","0.033747913","0.000401678","0.071465011","0.042540367","0.035990714","0.077012752","0.086011633","0.003657235","0.065955134","0.032132432","0.012621458","0","0.034027528","0.061138727","0.003108369","0.053460492","0.065976366","0.047862061","0.03188189","0.083070347","0.076943057","0.065117947","0.075307701","0.002911559","0.098031872","0.0287398","0.090280486","0.00623669","0.111339438","0.082690605","0.058350332","0.116114702","0.014911739","0.08948596","0.050190121","0.078936466","0.083668104","0.071659935","0.020972476","0.003737609","0.004398668","0.016816452","0.002285801","0.094148988","0.072780232","0.124264511","0.036584753","0.04213308","0.077643159","0.054621096","0.069759154","0.071135076","0.106353787","0.056209613","0.031608059","0.021153418","0.082098564","0.066236646","0.046748089","0.07510844","0.07859275","0.07342531","0.070298416","0.028991744","0.101132028","0.017191036","0.072300331","0.070765609","0.029012457","0.088423563","0.004843536","0.036811911","0.008496708","0.111887629","0.073090905"
"Added Sugars","0.065576771","0.143107894","0.098443042","0.243686875","0.215302623","0.198167648","0.081729214","0.038003798","0.287829609","0.067497821","0.04822475","0.396287831","0.055208406","0.201822476","0.061905761","0.041010023","0.177757567","0.052021974","0.267941646","0.042386517","0.044285129","0.033510505","0.35019902","0.067210872","0.06066066","0.106871154","0.250806671","0.100299152","0.192424346","0.319726294","0.201157962","0.128678442","0.045661623","0.041855769","0.080406226","0.047691844","0.06075559","0.155543804","0.195034938","0.072242194","0.033557971","0.072005515","0.147753669","0.08271851","0.125640662","0.155638735","0.105372977","0.152158881","0.122650348","0.199686538","0.087763349","0.182504097","0.190573199","0.132618062","0.291800513","0.038589293","0.046658395","0.213641337","0.055676803","0.18834233","0.211457933","0.050086684","0.307622641","0.588000197","0.16347051","0.057480484","0.135655841","0.184165383","0.178469546","0.022071367","0.050692946","0.202771783","0.087760965","0.129580282","0.107983569","0.103094642","0.068191246","0.051949266","0.123148949","0.05520215","0.189386567","0.150892204","0.08168779","0.122555417","0.1502607","0.080636865","0.189434032","0.23666201","0.036343321","0.113121548","0.087853533","0.081030827","0.199544142","0.058192464","0.285503809","0.161904155","0.06773299","0.314789902","0.164752073","0.056909606","0.068587366","0.108017226","0.180463089","0.306103751","0.261343969","0.145148902","0.051689717","0.06308139","0.154404637"
"Non-Starchy Vegetables","4.245362478","2.706075143","0.522990441","0.995587135","0.976948353","1.2561159","1.225603523","0.515258798","0.975153507","1.535283448","0.76916044","0.561648657","3.517069295","0.717800238","1.370295704","0.205716937","0.558197031","1.983580693","1.424141076","0.66409293","0.103824924","5.318266046","0.889553171","0.54535698","0.544390525","4.210017823","1.925179173","1.456586365","1.130062502","2.019339543","1.382307364","2.27365538","0.791250849","1.389762877","0.771507546","1.258739137","0.909572604","2.407026226","1.938295353","1.027894359","0.792217305","1.300020589","1.032588571","1.24438037","0.634823138","1.691158899","1.407297139","1.252388144","1.331913617","1.596722399","0.697090479","2.378584824","3.171216324","0.371395007","1.313274835","0.298358591","1.218148009","0.984265801","1.563310655","0.706616968","0.916061662","1.083948773","0.803262509","1.672658181","1.510017543","0.504903918","1.212625407","1.869262824","0.933733989","1.508913022","1.360078889","0.99517294","0.376779544","0.680522672","1.070694527","0.895351903","1.535007318","2.891772646","1.439604363","0.782690815","0.526027872","0.886653804","1.804786442","1.230021604","0.896456424","1.276135334","0.536935012","2.84193116","1.670587205","0.784071466","1.177280752","1.30250576","1.635518681","0.771921741","0.708273749","0.27350688","0.304433454","0.638274765","3.708565531","3.1962061","0.470801849","2.35718474","1.081739732","1.578912007","0.828528415","0.689220771","2.307343254","0.337707133","0.212205995"
"Potatoes","0.650703599","0.928588079","0.16426737","0.161222818","0.518404015","0.640186059","0.789369061","0.71477756","0.495154716","1.188343641","0.003874883","0.983805164","1.150978696","0.258094898","0.37475656","0.017160197","0.000968721","0.087876815","1.075418474","0.001799053","0.030307122","0.608079884","0.791306503","0.020066359","0.009272042","0.540961371","0.17049486","0.787708397","0.225988723","0.140326127","0.141156459","0.434125306","0.096180136","0.680595555","0.017436974","0.814970968","0.001799053","0.771932087","0.139357406","0.070163063","0.005397159","0.475226746","0.464570817","0.360225748","0.06213652","0.439384076","0.221421897","0.950453491","0.255880679","0.263630446","0.432464642","0.512730079","0.006504268","0.784940623","0.454053277","0.080542215","0.585660917","0.199556484","0.091198144","0.11583133","0.314834259","0.209797247","0.624686526","0.371712009","0.56531778","0.116523273","0.102822793","0.197480654","0.996398535","0.042900492","0.062413297","0.720728273","0.202185869","0.075837","1.26002898","0.035565892","0.861192789","1.352057456","1.313170236","1.577492625","0.152089165","0.222390617","0.0905062","0.447687397","0.703014522","0.554108296","0.457789771","0.166896755","0.824934954","0.134098636","0.730830647","0.647105493","0.368805847","0.178244627","0.044007602","0.027954514","0.005812325","0.402572686","0.427205872","0.647797436","0.058815191","1.832127806","1.061026051","0.72321927","0.390809648","0.196373545","0.058261637","0.02629385","0.020204748"
"Other Starchy Vegetables","0","0","0.507194532","0.128563089","0.099501465","0.033351673","0.003736495","0.032106175","0.122197209","0.017436974","2.214357355","0.40949212","0.000968721","0.02214219","0.017436974","0.068225622","0.031691009","1.092578671","0.025740295","1.363958883","0.480762293","0.292968847","0.477302576","0.232216214","3.556450826","0.004981993","1.227369251","0.000276777","0","1.13797016","1.040821303","0.040547885","0.21367213","0.005950713","2.429136594","0.000830332","4.212413194","0.009133653","0.375448503","0.845693256","0.334208675","0.020343137","0.208966915","0.011901427","0.091890087","0","0","0.000553555","0.066426569","0","0.227649387","0.003044551","0.131330862","0.014945978","0.020204748","0.266398219","0.774007917","0.011901427","0.294352734","0.016191476","0.00636588","0.004705215","0.000415166","0.004981993","0.007749766","0.170356472","0.319262697","0.009548819","0.045668266","0.061998131","2.059777193","0.006781046","0.000830332","0.094104306","0.088291981","0.448517729","0.007611378","0.042762104","0","1.873229245","0.175061687","0.046083432","0.112925167","0","0.023664465","0.003044551","0.017990529","0.059783912","0.008995265","0.432187864","0.005535547","0.004428438","0.000968721","0.90008001","0.002352608","0.000415166","1.11167631","0.060752633","0.000415166","0","2.463456988","0","0.0073346","0.058400025","0.252420962","0.331717679","0.06739529","0.136312855","0.029338401"
"Beans And Legumes","0.074014769","0.101597052","0.121694695","0.039779473","0.039779473","0.029661349","0.043660398","0.104091932","0.084132893","0.039225056","0.145673263","0.06029293","0.100488217","0.187670407","0.030770185","0.264457265","0.139297459","0.315740907","0.173532755","0.129595148","0.126684455","0.087043586","0.115457496","0.038670638","0.030354372","0.010395333","0.284139095","0.012890213","0.183235065","0.06528269","0.137218392","0.06902501","0.320453458","0.025641821","0.002217671","0.024810194","0.092864973","0.065975712","0.061401765","0.055996192","0.027998096","0.028552514","0.014137653","0.217054548","0.030215767","0.064173854","0.059322699","0.043660398","0.130703984","0.089399862","0.221074077","0.075400814","0.03187902","0.053085499","0.012335795","0.033819483","0.256002395","0.041026913","0.142208152","0.139436063","0.136248161","0.145396054","0.007068826","0.062649205","0.10464635","0.131397006","0.185452736","0.114071451","0.04310598","0.542497765","0.158147662","0.140129086","0.068054778","0.135000721","0.138743041","0.018295786","0.050452015","0.032987856","0.03562134","0.532934059","0.083024058","0.075816627","0.073321747","0.039640869","0.018018577","0.036452967","0.020374852","0.088429631","0.089399862","0.160365333","0.027998096","0.028968327","0.125714224","0.315047885","0.059877117","0.011919982","0.149138374","0.124882598","0.123912366","0.180601581","0.217193152","0.021067874","0.045046442","0.052946895","0.041442727","0.067638965","0.114210056","0.063480832","0.038532033"
"Sugar-sweetened Beverages","0.020699997","0.002707141","0.033086014","0.026437096","0.039021335","0.057976982","0.06319253","1.69904E-05","0.022047904","0.063147734","0.048060239","0.021883663","0.041084102","0.037095754","0.044882911","0.097168221","0.01666194","0.037243004","0.041722812","0.008523528","0.002678823","0.020643362","0.028515591","0.033544756","0.010953158","0.058333781","0.020082678","0.053264972","0.001478167","0.014402214","0.029195208","0.000736252","0.010364157","0.04325195","0.04378998","0.057051045","0.011525169","0.032077916","0.019431379","0.001534801","0.014747686","0.05828281","0.053593453","0.001121368","0.000526703","0.000492722","0.001251628","0.089199714","0.019952418","0.000345472","0.010086647","2.83174E-05","0.006496005","0.025304401","0.08784048","0.003352777","0.012295402","0.005255704","0.02096618","2.83174E-05","0.019833486","0.03584979","0.021221037","0.051469651","0.00215212","0.006926429","0.001636744","0.046814275","0.046859583","0.000317155","0.007736305","0.040340924","0.000107606","0.04325195","0.02954068","0.009299424","0.057518241","0.061731865","0.038534276","0.010449109","0.038930719","0","0.001291272","0.037044783","0.048734193","0.043495479","0.036840898","0.040941253","0.06258705","0.004190971","0.044673482","0.043739134","0.000379453","0.029523689","0.021073786","0.004734664","0.00510279","0.015489601","0.007039698","0.007334199","0.036778599","0.026822212","0.052540047","0.050903303","0.03291611","0.009395703","0.016543007","0.022206481","0.015223418"
"Fruit Juices","0.011151602","0.007457941","0.013749223","0.008226127","0.001217957","0.009072605","0.002188843","0.007997215","0.002030679","0.001507432","0.008226127","0.002716228","0.002927724","0.028159358","0.004259615","0.009072605","0.015763682","0.005251837","0.007457941","0.001858569","0.005481337","0.000782723","0.004931995","0.002716228","0.007997215","0.005291829","0.008248321","0.00582035","0.002030679","0.002018735","0.006587764","0.007546608","0.000965049","0.006843136","0.004931995","0.005633499","0.008248321","0.014661019","0.005100731","0.00694575","0.007176125","0.002570721","0.007013239","0.008063828","0.005486092","0.009849954","0.004689577","0.006853893","0.006811723","0.00211174","0.006587764","0.009959867","0.01172893","0.004844746","0.022290987","0.005100731","0.006853893","0.005585113","0.005291829","0.005486092","0.008063828","0.003681925","0.010808119","0.005348134","0.014661019","0.002570721","0.013131601","0.009849954","0.00717807","0.004689577","0.007013239","0.002007282","0.000426212","0.004309571","0.002926923","0.009465111","0.002434474","0.003498724","0.011939492","0.00211174","0.005481337","0.000352326","0.015763682","0.013735982","0.009262037","0.001333674","0.005348134","0.000981197","0.013470701","0.011384284","0.006135337","0.006120838","0.00545042","0.003681925","0.00746414","0.002018735","0.011384284","0.012152067","0.022290987","0.011410655","0.013131601","0.011427738","0.004844746","0.011231355","0.002126361","0.008571657","0.006540439","0.010808119","0.005585113"
"Coffee","0.000701781","0.165767735","0.034835249","0.000225099","0.000214507","0.001289688","0.00191467","2.64823E-06","0.000421068","0.001265853","0.002402431","0.000566721","0.001901428","0.001604827","0.001030161","0.019219448","7.41504E-05","0.029429779","0.001819333","0.118920332","0","1.85376E-05","0.000391938","0.040240718","0.004204254","0.001326763","0.000286009","0.001861705","0.019820055","0.000834192","0.000556128","0.016817017","0.20420663","0.001385024","0.008408508","0.00159953","0.000600608","0.001043402","1.85376E-05","0.106307569","0.001201215","0.000476681","0.002330441","0","0.000129763","3.70752E-05","5.03164E-05","0.000715022","0.000950714","0.00094277","0.002402431","0.00058261","0.004758867","0.007207293","0.006633814","0.135737348","0.033033425","5.29646E-06","0.001801823","0","0.040841326","0.000140356","0.00018008","0.001496249","0.059460166","0.004204254","0.000270119","0.034234641","0.001816685","0.004804862","0.003003039","0.002216568","0","0.000185376","0.00092688","0.000823599","0.001504194","0.000786524","0.000381345","0.047448011","6.35575E-05","0.000474033","0.032432818","0.000990438","0.00089775","0.001257909","0.061261989","0.000566721","0.001008975","8.47433E-05","0.002674711","0.002015302","0.000315139","0","0.000161542","0.006606685","0.054054696","0.000195969","0.105106354","0.000198617","0.036637072","0.000312491","0.000701781","0.00118111","0.000190672","0.000529646","0","0.006006077","0.004804862"
