"","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Brunei.Darussalam"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","96.56968","95.64960","96.07724","94.99479","94.33000","96.12340","97.52228","95.91921","93.84131","92.71921","91.52776","90.54768","81.19306","82.01811","76.29230","75.12957","76.27595","74.13646","71.14844","68.20435","64.70932","67.15703","64.63902","67.30605","61.42539","64.17909","66.26658","62.74759","63.08118","66.48450","70.19105","73.15301","74.92626","73.39511","76.43208","67.29548","68.65335","73.67241","72.65561","70.02244","67.84963","61.36278","57.28936","59.72059","63.24482","62.51532","59.13363","62.70156","67.92559","61.80077"
"Bhutan"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","12.17161","18.03116","20.04916","22.14882","22.42990","20.43661","20.82218","26.66086","23.55088","24.41007","25.23955","26.06822","28.11139","29.94272","30.02935","34.03761","34.08035","33.76658","32.92645","36.12229","33.31832","35.42498","35.72958","36.14458","34.57451","34.04279","35.60006","41.62187","40.81562","39.45891","39.32493","37.41788","38.21269","38.84449","37.64496","38.46809","38.44900","39.03888","35.26521","33.09390","31.79098","31.62327","31.82484"," 0.00000"
"Botswana","13.33051","12.29753","11.37416","10.61343","13.49394","19.20732","14.36314","14.98234","12.42105","19.53195","27.55620","27.58811","27.61605","26.88109","27.89132","31.01085","31.82380","32.46548","37.41691","42.72673","43.89061","40.98497","43.29458","47.73107","51.62782","56.75523","57.93878","58.02546","61.91323","61.42302","56.90656","53.54515","49.66163","47.87950","43.25960","43.89288","45.42680","45.69430","43.54526","44.80181","46.30053","44.76779","43.96510","39.61641","38.82196","42.85495","46.62434","45.48442","41.10966","32.91487","37.27894","41.43222","37.57533","39.10623","41.77770","37.54400","40.34516","37.10101","34.80033","31.94711","26.69050","33.03869","37.45564","34.32351"
"Central.African.Republic"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","24.57368","24.50992","26.63836","27.52308","24.19107","19.48261","22.12525","21.63824","20.73722","20.55576","20.51197","20.44819","21.58732","21.15730","20.70682"
"Canada"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","27.71644","26.83387","27.87174","29.50004","28.44754","27.57314","27.90741","28.39112","29.21299","28.84755","28.68590","29.34202","25.07602","26.35113","27.13934","26.63467","26.61324","27.13794","24.41568","23.29530","24.02780","24.62231","24.07741","22.45162"," 0.00000"," 0.00000"," 0.00000"
"Central.Europe.and.the.Baltics"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","31.17447","31.15257","31.00430","30.39016","29.59978","28.87862","28.61680","28.23085","28.44716","29.41362","29.50671","30.03477","30.15987","30.09036","29.77641","29.80825","30.57188","29.62214","28.42168","29.30310","29.51872","29.00982","28.01381","27.79626","27.50753","27.03972","26.67216","27.38453","28.03661"
"Switzerland"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","30.51527","30.24103","29.48294","29.00421","29.82717","29.08023","28.02840","27.28672","26.64901","26.28134","25.46820","26.24426","26.43398","26.00642","25.55151","25.82707","26.00279","25.93095","25.94630","24.74279","24.69453","25.03153","24.60389","24.70221","24.32392","24.20113","24.08998","24.21769","24.42396","24.72116","24.82792","25.57886","24.87467","24.92772"
"Channel.Islands","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","7.675772","8.019381","7.923675","7.930895","7.654094","8.864399","8.383068","8.220517"
"Chile","35.84994","35.79628","37.69244","39.50318","40.27418","39.87283","39.20852","39.74622","41.17535","42.77051","41.35769","38.59930","37.79719","40.98146","48.73368","38.13005","39.97110","36.11152","36.00110","37.29579","37.29668","36.16781","35.86951","38.56915","38.36793","39.27914","35.36169","36.20372","41.19660","39.92648","39.21549","37.37294","35.26355","34.99574","36.58584","38.04355","30.84972","29.99149","27.32972","27.02290","27.83290","28.48257","28.51803","29.71534","32.75250","34.03530","38.68473","37.46660","31.98399","31.88920","33.46690","32.44175","30.55830","29.43044","28.90287","27.88064","26.77957","27.38116","27.86152","27.11844","29.82957","30.88387","31.25733","29.66517"
"China","44.39154","31.93216","31.31131","33.06897","35.32893","35.09227","37.87791","33.88697","31.11060","35.41943","40.27284","41.91868","42.76759","42.82345","42.43024","45.35943","45.03781","46.70154","47.71012","46.95412","48.05769","45.97035","44.62061","44.22862","42.93099","42.71232","43.51443","43.31834","43.52454","42.49602","41.03292","41.48740","43.11533","46.17654","46.16306","46.75054","47.10424","47.09905","45.79764","45.35986","45.53610","44.79341","44.45057","45.62278","45.90021","47.02258","47.55740","46.88417","46.97117","45.95715","46.49783","46.52929","45.42298","44.17670","43.08557","40.84134","39.58062","39.85170","39.68701","38.58741","37.84282","39.29077","39.32767","38.28299"
"Cote.d.Ivoire","13.13878","13.87897","13.98191","14.70021","16.06381","15.92724","17.88553","18.88138","16.29886","15.42809","18.49366","19.69280","19.73825","17.74280","16.08931","17.04014","16.36445","15.15722","16.47969","17.06000","19.74045","18.58807","21.28810","21.48054","19.54829","19.74608","21.28243","22.36485","22.65083","21.78370","26.26721","24.59846","24.44200","22.75389","21.03982","20.76800","13.71596","15.36103","14.64215","14.36747","13.93680","14.17862","14.50053","15.21233","15.52608","16.22418","16.58395","16.48317","17.40884","18.01631","15.97658","16.76240","17.73246","18.97953","19.84555","20.12156","20.82071","19.80856","19.11168","21.64204","20.70220","22.10304","23.62652","23.88721"
"Cameroon"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","20.30075","20.65997","20.10421","19.49806","19.43377","18.63608","19.23078","18.85589","18.61726","17.87021","18.24269","18.96029","18.39329","15.95704","20.64173","23.47185","27.61078","30.24626","33.12452","34.64163","34.31804","32.48634","29.05298","28.32096","28.96385","28.75507","28.88150","25.10875","29.12908","30.10275","28.88444","29.82663","28.40748","27.54422","27.46055","28.48270","26.18433","27.47559","28.42339","27.67689","27.96574","28.70457","27.12518","27.60005","26.51125","25.84451","25.77676","26.62487","26.74195","25.70780","25.09149","24.18214","24.26220","24.68223","23.82688","23.03807","24.49255","27.13036","25.53343"
"Congo..Dem..Rep."," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","15.87199","16.86401","32.35396","21.25000","20.44565","18.71445","22.40571","30.01627","32.61834","28.85794","31.78242","31.79221","29.73454","30.20697","33.22346","33.01592","38.68915","40.94274","40.25476","41.28635","42.97985","41.70486","41.16138","55.88440","65.87643","39.65192","41.13377","45.34204","47.77963","46.50797"
"Congo","17.02786","18.01075","17.89215","17.77251","17.80220","18.93004","19.74170","19.86302","19.29260","19.44849","23.94737","21.87147","21.25604","22.10265","25.40809","32.42092","37.60399","31.64894","29.50076","36.39216","46.61487","50.89533","52.56338","54.32933","56.58842","53.91430","32.64599","35.78825","29.91609","37.97901","40.64304","36.03486","35.51005","35.29799","45.48434","44.86840","51.84273","56.86361","46.05686","61.27096","72.15267","65.48845","63.31892","61.17236","65.86448","61.71041","62.62919","57.07042","63.94198","55.69795","66.17917","65.87390","65.31022","61.98931","58.00142","48.67896","38.44745","45.96719","54.39199","50.12867","33.95176","42.89370","49.24555","45.22363"
"Colombia"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","27.37898","26.12267","27.99276","27.42374","27.51683","27.63994","27.73116","28.75737","30.52147","30.00583","29.21813","30.83341","30.30185","29.96425","29.52355","31.58885","30.60360","30.88270","31.50062","33.26229","34.60371","36.17395","34.74813","36.23323","36.94435","31.49686","31.63041","29.70021","30.16888","29.11468","29.22892","28.51900","27.07867","26.39229","26.72079","27.30577","27.22282","27.52901","28.90378","29.72589","30.34815","30.91346","30.57904","32.13109","31.24703","31.37136","33.30216","33.40550","32.74756","30.98585","28.58945","27.68916","26.81486","26.89547","25.99343","23.43924","24.55657","26.14753","24.55436"
"Comoros"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000","12.206437","12.207145","12.206860","12.206245","12.206334","12.206243","12.206398","12.206471","12.206400","12.206586","12.206549","12.206314","12.206565","12.206210","12.206756","12.206453","12.206647","12.206099","12.206501","12.206129","12.206272","12.206372","12.206314","12.206279","12.206294","12.206498","12.206432","12.410241","12.135637","12.073328","11.775442","11.697309","11.222570","11.648290","11.610925","10.408408"," 9.854518"," 9.137350"," 8.876796"," 8.531001"," 8.089453"," 9.267579"," 9.080240"," 8.974341"
"Cabo.Verde"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","16.96005","17.35196","15.80928","17.27724","17.60405","17.98380","17.81949","18.70416","19.30336","20.75777","30.06554","30.32638","32.38158","22.52794","30.55919","28.29413","28.93081","26.20735","26.37790","23.37704","21.74719","19.16407","19.05351","18.52600","18.21808","19.21108","19.09228","14.01154","15.48151","15.96946","14.94146","14.56998","14.00681","14.57828","15.45570","14.61589","12.66685","12.51880","14.62869","13.28520","14.68663","12.51915","11.07892","10.56632"
"Costa.Rica","20.13634","20.36664","20.41988","21.35597","21.72274","23.03424","22.85701","23.08207","23.98814","23.92976","24.09687","25.32016","26.10580","26.69940","27.57629","27.37286","27.44830","26.16262","26.06752","26.45673","26.96767","26.62116","25.73927","28.61384","29.45190","28.86750","27.62292","27.57356","27.22930","26.90209","25.69600","27.36903","27.88046","27.35791","26.60852","26.57015","25.98587","26.04151","25.98557","25.73298","25.44499","25.21660","24.56960","24.17924","24.66906","24.26953","23.71987","23.89379","23.55360","23.52274","23.32297","22.58987","22.20488","21.34497","20.61641","19.96788","19.65001","19.31454","19.55814","19.23366","20.36785","20.60579","20.64644","20.45925"
"Caribbean.small.states"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","31.25824","29.39282","27.18259","26.78652","25.00720","22.78243","20.86555","20.36278","18.38975","17.92772","17.23148","18.88324","16.40494","16.34007","16.58235","15.67310","15.07336","16.13883","16.09313","16.20062","15.56250","15.08216","14.36421","15.17622","13.61006","14.31193","14.28846","14.30278","15.08724","17.49436","16.58750","17.97045","17.47976","17.93481","18.37070","18.61947","18.18078","17.72642","16.55555","17.35855","18.11437","17.85661","18.10208","20.36800","23.52903","31.19458","28.60789"
"Cuba"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","16.93563","16.93796","16.93794","16.93516","16.93155","16.93551","16.94965","16.93781","16.92130","16.91347","16.95533","17.02036","16.87858","16.83876","16.87434","17.16463","17.34546","16.16970","16.63967","17.05222","17.35760","17.01741","16.81331","16.29366","16.91459","17.96093","26.68546","27.57914","25.91900","25.39326","25.53508","24.86238","23.70134","22.50593","22.03963","21.52683","22.20474","22.52700","22.38650","22.60470","22.89361","22.25830","23.36719","23.15031","22.15208","22.35381","22.94280","24.35663","24.87791","24.54954","23.01787","23.34744","23.77004"," 0.00000"
"Curacao"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","14.78992","17.46571","16.50395","15.48318","15.02737","15.40984","16.09220","16.39599","15.21402","16.94504","15.01973","13.63866","13.78632","15.33896","16.35855","16.50360","17.15376","15.40990","14.41275","13.27464","11.98469","11.43671","11.18906","11.68772"
"Cayman.Islands","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9.828593","9.650802","9.084532","7.903559","7.065308","6.813325","6.857946","6.923951","6.896180","7.006038","7.283913","7.193818","7.414391","7.707954","8.134915","8.374496","8.190594","0.000000"
"Cyprus"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000","25.175093","28.840968","30.985575","33.129317","33.216892","33.644610","32.408672","30.861546","30.087094","29.026468","28.491430","27.590732","27.496911","27.501376","26.576275","25.926360","26.739448","25.559960","24.680124","23.225683","20.058971","20.141636","19.654288","19.236750","18.488177","17.686039","17.393804","17.930186","18.012934","18.067453","17.891135","17.830158","18.197119","17.896630","15.954501","14.479115","12.745364","11.757985","10.749278"," 9.972877","10.190946","10.836515","11.347232","12.022427","12.789012","12.823484","11.480360","10.315780","10.494171"
"Czechia"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","34.58715","34.53843","35.10053","35.88562","35.45147","34.56676","33.56117","33.30541","33.74065","33.06102","32.21004","33.45242","33.53174","34.27682","34.14762","33.62161","32.99187","32.78254","33.31530","32.61188","32.37506","33.52561","33.51506","33.02612","32.23451","31.24494","30.81729","29.67285","28.51641","29.21857","30.42234"
"Germany"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","33.27467","32.25061","30.25106","29.78129","29.31113","28.37272","28.08909","27.91130","27.27306","27.25365","26.57855","25.79839","25.62074","25.83862","25.68708","26.26005","26.45971","26.06009","23.87311","26.06313","26.31241","26.57611","25.90779","26.01463","25.91529","26.21577","26.11757","25.93854","25.63105","25.37746","25.30665","25.68689","26.84312"
"Djibouti"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","11.39563","11.64420","11.39515","11.33871","12.40612","13.99161","14.61029","15.03826","16.28711","15.33349","15.30243"
"Dominica"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","10.30628","10.12100","10.16798","13.71270","13.37373","13.63907","12.42152","12.00795","11.27529","10.20782","10.29108","11.55176","12.39835","12.48483","12.64325","13.89961","14.08164","13.71794","14.41832","14.36192","14.56599","14.91654","15.05777","15.86015","15.38621","15.46858","13.60822","13.27261","13.01894","13.16149","13.41203","12.71916","11.36161","11.70753","12.83810","12.75425","12.31976","12.49039","12.53365","11.99175","11.07237","16.15016","15.08040","12.22950","12.17233","11.99819","12.19688"
"Denmark"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","28.54625","28.14121","27.62311","26.92274","26.37488","26.22233","25.90724","25.21858","25.03290","24.78367","23.68074","23.38505","22.69018","22.02549","22.94436","21.95275","21.99995","22.11139","22.51068","22.72821","22.61021","22.75126","22.57050","22.71272","22.63669","22.36868","22.45458","21.63662","21.61520","22.11149","22.30582","22.48293","22.34460","22.65470","23.67976","22.89763","22.65510","22.16953","22.13710","22.11186","22.68553","22.05831","22.60899","19.84596","19.36794","19.84592","19.85064","19.73436","19.40445","19.56444","20.23196","20.42363","20.57556","20.64022","19.55505","19.79677","20.83552","23.48857"
"Dominican.Republic"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","21.10326","24.11634","26.25102","24.79868","25.58848","25.16172","25.96967","26.59572","27.00434","27.39708","30.44897","30.16786","28.40099","28.12325","28.90003","26.70842","25.56305","26.52347","26.13047","24.30991","17.37997","22.78098","19.92346","24.48593","30.70148","30.23659","33.62260","32.35208","32.21058","32.43246","32.17721","33.54387","32.11192","32.91630","33.15847","31.67042","29.73277","31.08811","31.88230","31.81294","30.26936","31.10986","30.54695","29.59219","27.78702","27.92339","28.39554","28.42026","29.24893","29.76906","28.49637","27.57809","28.06877","28.81128","29.07734","30.28247","32.66212","33.06966","31.13869"
"Algeria"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","44.23905","53.33097","40.81459","39.76671","42.04010","44.98146","48.50684","50.89138","50.37172","51.61617","42.01288","45.24319","44.98699","43.19505","39.74385","38.56141","32.75650","32.20516","33.47669","35.34326","33.57432","30.02358","36.32148","43.04806","37.75705"
"East.Asia...Pacific..excluding.high.income.","48.42972","36.45336","35.70148","37.31715","39.76199","39.68518","42.31518","38.55071","35.17917","38.98521","43.97817","45.92060","46.81054","46.08100","43.78408","46.08588","44.30736","45.45519","43.94800","45.22496","43.92518","41.47022","40.23483","41.88561","41.01685","40.29088","39.34763","39.12597","39.55564","39.94474","39.68156","40.27832","40.78037","41.88918","42.20245","43.04043","43.74975","44.29795","43.72928","43.31920","43.70890","43.79111","43.57910","44.18202","44.61994","45.56760","46.06152","45.52905","45.77062","44.84694","44.80378","44.96108","44.11240","43.04545","42.17004","40.14711","39.00443","39.27941","39.21712","38.19403","37.46085","38.94213","39.13118","38.01931"
"Early.demographic.dividend"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","31.45130","31.81276","30.20744","30.26706","30.75139","30.41613","31.82969","32.12862","33.90524","39.28609","37.20404","38.85597","38.32374","36.24576","37.79715","37.57279","37.29805","35.28586","34.07407","33.01742","31.07491","29.76243","29.62288","30.75833","30.90223","31.89476","31.79360","31.45432","32.34505","32.24661","32.37402","33.04725","32.97303","31.16495","31.38764","32.38298","31.84416","32.86918","32.47957","33.63278","34.85920","35.94631","35.63730","36.91821","33.73772","34.35301","35.22506","35.00980","33.91508","32.80117","31.94780","31.39545","31.96445","32.95372","31.87701","30.80146","32.56709","34.01970","32.53046"
